player_lower,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,Player,Team,Role,YR,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,DunkAtt,Dunk_Freq,Dunk_FG%,First_Season,Last_Season
jacob conner,5,2,2,1,0,1,6,12,6,2,0,2,Jacob Conner,Dayton,F,Sr,3,2,5,0.6,0.0,7,0.7142857142857143,0.4,1,1.0,1.0,8,0.75,0.5,18,0.3333333333333333,1.0,0.75,26,0.2692307692307692,0.038461538461538464,0.6923076923076923,0.3076923076923077,2,0.07692307692307693,1.0,2026,2026
jacob crews,14,4,8,1,5,1,20,21,18,3,0,2,Jacob Crews,Missouri,F,Sr,11,4,15,0.7333333333333333,0.5454545454545454,18,0.7777777777777778,0.5714285714285714,6,0.16666666666666666,1.0,24,0.625,0.6,41,0.4878048780487805,0.9,0.7714285714285715,65,0.27692307692307694,0.09230769230769231,0.6307692307692307,0.36923076923076925,3,0.046153846153846156,1.0,2026,2026
jacob dar,11,9,8,1,1,1,0,7,0,1,1,1,Jacob Dar,Seton Hall,F,Jr,10,8,18,0.5555555555555556,0.7,20,0.55,0.7272727272727273,2,0.5,1.0,22,0.5454545454545454,0.75,7,0.0,,0.75,29,0.6896551724137931,0.06896551724137931,0.2413793103448276,0.7586206896551724,2,0.06896551724137931,0.5,2026,2026
jacob huggins,7,7,3,1,6,0,2,3,2,0,0,0,Jacob Huggins,Princeton,F,Jr,7,7,14,0.5,0.42857142857142855,14,0.5,0.42857142857142855,7,0.14285714285714285,0.0,21,0.38095238095238093,0.375,5,0.4,1.0,0.5,26,0.5384615384615384,0.2692307692307692,0.19230769230769232,0.8076923076923077,0,0.0,,2026,2026
jacob meyer,19,7,5,17,26,13,11,22,11,0,0,0,Jacob Meyer,UAB,G,Jr,19,7,26,0.7307692307692307,0.2631578947368421,26,0.7307692307692307,0.2631578947368421,43,0.3953488372093023,0.7647058823529411,69,0.5217391304347826,0.5,33,0.3333333333333333,1.0,0.6170212765957447,102,0.2549019607843137,0.4215686274509804,0.3235294117647059,0.6764705882352942,0,0.0,,2026,2026
jacobe coleman,4,4,0,5,2,0,4,10,4,1,0,0,Jacobe Coleman,Sam Houston St.,G,Fr,3,4,7,0.42857142857142855,0.0,8,0.5,0.0,7,0.7142857142857143,0.0,15,0.6,0.0,14,0.2857142857142857,1.0,0.3076923076923077,29,0.27586206896551724,0.2413793103448276,0.4827586206896552,0.5172413793103449,1,0.034482758620689655,1.0,2026,2026
jacoi hutchinson,9,8,4,14,12,1,2,9,1,0,0,0,Jacoi Hutchinson,Longwood,G,Jr,9,8,17,0.5294117647058824,0.4444444444444444,17,0.5294117647058824,0.4444444444444444,26,0.5384615384615384,0.07142857142857142,43,0.5348837209302325,0.21739130434782608,11,0.18181818181818182,0.5,0.24,54,0.3148148148148148,0.48148148148148145,0.2037037037037037,0.7962962962962963,0,0.0,,2026,2026
jaden bradley,16,5,5,11,13,1,5,5,5,1,0,0,Jaden Bradley,Arizona,G,Sr,15,5,20,0.75,0.3333333333333333,21,0.7619047619047619,0.3125,24,0.4583333333333333,0.09090909090909091,45,0.6,0.2222222222222222,10,0.5,1.0,0.34375,55,0.38181818181818183,0.43636363636363634,0.18181818181818182,0.8181818181818182,1,0.01818181818181818,1.0,2026,2026
jaden brownell,7,0,7,1,3,0,6,11,6,1,0,1,Jaden Brownell,USC,F,Sr,6,0,6,1.0,1.0,7,1.0,1.0,4,0.25,0.0,11,0.7272727272727273,0.875,17,0.35294117647058826,1.0,0.9285714285714286,28,0.25,0.14285714285714285,0.6071428571428571,0.39285714285714285,1,0.03571428571428571,1.0,2026,2026
jaden daughtry,27,16,12,2,9,1,3,8,3,6,0,4,Jaden Daughtry,Marist,F,Jr,21,16,37,0.5675675675675675,0.38095238095238093,43,0.627906976744186,0.4444444444444444,11,0.18181818181818182,0.5,54,0.5370370370370371,0.4482758620689655,11,0.2727272727272727,1.0,0.5,65,0.6615384615384615,0.16923076923076924,0.16923076923076924,0.8307692307692308,6,0.09230769230769231,1.0,2026,2026
jaden henley,31,17,14,2,9,0,6,19,6,10,3,3,Jaden Henley,Grand Canyon,G,Sr,21,14,35,0.6,0.5238095238095238,48,0.6458333333333334,0.45161290322580644,11,0.18181818181818182,0.0,59,0.559322033898305,0.42424242424242425,25,0.24,1.0,0.5128205128205128,84,0.5714285714285714,0.13095238095238096,0.2976190476190476,0.7023809523809523,13,0.15476190476190477,0.7692307692307693,2026,2026
jaden jackson,9,8,3,4,9,0,9,23,7,0,0,0,Jaden Jackson,South Dakota St.,G,So,9,8,17,0.5294117647058824,0.3333333333333333,17,0.5294117647058824,0.3333333333333333,13,0.3076923076923077,0.0,30,0.43333333333333335,0.23076923076923078,32,0.28125,0.7777777777777778,0.45454545454545453,62,0.27419354838709675,0.20967741935483872,0.5161290322580645,0.4838709677419355,0,0.0,,2026,2026
jaden schutt,2,2,0,4,4,0,21,27,19,1,0,0,Jaden Schutt,Virginia Tech,G,Jr,1,2,3,0.3333333333333333,0.0,4,0.5,0.0,8,0.5,0.0,12,0.5,0.0,48,0.4375,0.9047619047619048,0.7037037037037037,60,0.06666666666666667,0.13333333333333333,0.8,0.2,1,0.016666666666666666,1.0,2026,2026
jadin booth,8,3,3,0,13,0,32,48,27,0,0,0,Jadin Booth,Samford,G,Sr,8,3,11,0.7272727272727273,0.375,11,0.7272727272727273,0.375,13,0.0,,24,0.3333333333333333,0.375,80,0.4,0.84375,0.75,104,0.10576923076923077,0.125,0.7692307692307693,0.23076923076923078,0,0.0,,2026,2026
jadin collins-roberts,12,2,7,7,2,2,1,7,1,0,0,0,Jadin Collins-Roberts,Marist,G,Jr,12,2,14,0.8571428571428571,0.5833333333333334,14,0.8571428571428571,0.5833333333333334,9,0.7777777777777778,0.2857142857142857,23,0.8260869565217391,0.47368421052631576,8,0.125,1.0,0.5,31,0.45161290322580644,0.2903225806451613,0.25806451612903225,0.7419354838709677,0,0.0,,2026,2026
jadis jones,25,9,16,6,8,2,0,2,0,4,0,3,Jadis Jones,Lindenwood,G,So,21,9,30,0.7,0.6190476190476191,34,0.7352941176470589,0.64,14,0.42857142857142855,0.3333333333333333,48,0.6458333333333334,0.5806451612903226,2,0.0,,0.5806451612903226,50,0.68,0.28,0.04,0.96,4,0.08,1.0,2026,2026
jadon jones,1,0,1,0,0,0,2,7,2,0,0,0,Jadon Jones,Oklahoma,G,Sr,1,0,1,1.0,1.0,1,1.0,1.0,0,,,1,1.0,1.0,9,0.2222222222222222,1.0,1.0,10,0.1,0.0,0.9,0.1,0,0.0,,2026,2026
jadrian tracey,8,12,2,4,6,2,18,25,14,1,2,1,Jadrian Tracey,VCU,G,Sr,7,10,17,0.4117647058823529,0.14285714285714285,20,0.4,0.25,10,0.4,0.5,30,0.4,0.3333333333333333,43,0.4186046511627907,0.7777777777777778,0.6,73,0.273972602739726,0.136986301369863,0.589041095890411,0.410958904109589,3,0.0410958904109589,0.3333333333333333,2026,2026
jae'coby osborne,8,2,5,0,2,0,0,1,0,1,0,1,Jae'Coby Osborne,New Mexico St.,F,So,7,2,9,0.7777777777777778,0.5714285714285714,10,0.8,0.625,2,0.0,,12,0.6666666666666666,0.625,1,0.0,,0.625,13,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.9230769230769231,1,0.07692307692307693,1.0,2026,2026
jaeden marshall,6,4,5,8,7,4,9,24,7,0,0,0,Jaeden Marshall,La Salle,G,Sr,6,4,10,0.6,0.8333333333333334,10,0.6,0.8333333333333334,15,0.5333333333333333,0.5,25,0.56,0.6428571428571429,33,0.2727272727272727,0.7777777777777778,0.6956521739130435,58,0.1724137931034483,0.25862068965517243,0.5689655172413793,0.43103448275862066,0,0.0,,2026,2026
jaelyn lee,3,1,2,2,1,1,3,3,3,1,0,1,Jaelyn Lee,Texas St.,G,Jr,2,1,3,0.6666666666666666,0.5,4,0.75,0.6666666666666666,3,0.6666666666666666,0.5,7,0.7142857142857143,0.6,6,0.5,1.0,0.75,13,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.5384615384615384,1,0.07692307692307693,1.0,2026,2026
jahari long,10,5,1,0,8,0,12,10,9,0,0,0,Jahari Long,George Mason,G,Sr,10,5,15,0.6666666666666666,0.1,15,0.6666666666666666,0.1,8,0.0,,23,0.43478260869565216,0.1,22,0.5454545454545454,0.75,0.45454545454545453,45,0.3333333333333333,0.17777777777777778,0.4888888888888889,0.5111111111111111,0,0.0,,2026,2026
jahari williamson,5,4,3,0,2,0,14,21,12,0,0,0,Jahari Williamson,Kent St.,G,So,5,4,9,0.5555555555555556,0.6,9,0.5555555555555556,0.6,2,0.0,,11,0.45454545454545453,0.6,35,0.4,0.8571428571428571,0.7894736842105263,46,0.1956521739130435,0.043478260869565216,0.7608695652173914,0.2391304347826087,0,0.0,,2026,2026
jahmere tripp,18,21,7,1,4,0,10,11,9,1,0,0,Jahmere Tripp,Rhode Island,G,Jr,17,21,38,0.4473684210526316,0.4117647058823529,39,0.46153846153846156,0.3888888888888889,5,0.2,0.0,44,0.4318181818181818,0.3684210526315789,21,0.47619047619047616,0.9,0.5517241379310345,65,0.6,0.07692307692307693,0.3230769230769231,0.676923076923077,1,0.015384615384615385,1.0,2026,2026
jahvin carter,6,5,1,10,9,2,7,15,5,0,0,0,Jahvin Carter,Middle Tennessee,G,So,6,5,11,0.5454545454545454,0.16666666666666666,11,0.5454545454545454,0.16666666666666666,19,0.5263157894736842,0.2,30,0.5333333333333333,0.1875,22,0.3181818181818182,0.7142857142857143,0.34782608695652173,52,0.21153846153846154,0.36538461538461536,0.4230769230769231,0.5769230769230769,0,0.0,,2026,2026
jaiden feroah,16,4,9,7,9,2,5,8,5,3,0,1,Jaiden Feroah,Southern Utah,F,Sr,13,4,17,0.7647058823529411,0.6153846153846154,20,0.8,0.5625,16,0.4375,0.2857142857142857,36,0.6388888888888888,0.4782608695652174,13,0.38461538461538464,1.0,0.5714285714285714,49,0.40816326530612246,0.32653061224489793,0.2653061224489796,0.7346938775510204,3,0.061224489795918366,1.0,2026,2026
jaion pitt,7,4,1,4,2,0,1,0,0,1,0,0,Jaion Pitt,Pacific,G,Fr,6,4,10,0.6,0.16666666666666666,11,0.6363636363636364,0.14285714285714285,6,0.6666666666666666,0.0,17,0.6470588235294118,0.09090909090909091,1,1.0,0.0,0.08333333333333333,18,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.9444444444444444,1,0.05555555555555555,1.0,2026,2026
jaiun simon,4,4,3,2,3,0,1,4,1,0,0,0,Jaiun Simon,Dayton,G,Jr,4,4,8,0.5,0.75,8,0.5,0.75,5,0.4,0.0,13,0.46153846153846156,0.5,5,0.2,1.0,0.5714285714285714,18,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.7222222222222222,0,0.0,,2026,2026
jajuan nicholls,12,6,7,5,3,1,0,0,0,3,0,2,JaJuan Nicholls,Tennessee Tech,C,Jr,9,6,15,0.6,0.5555555555555556,18,0.6666666666666666,0.5833333333333334,8,0.625,0.2,26,0.6538461538461539,0.47058823529411764,0,,,0.47058823529411764,26,0.6923076923076923,0.3076923076923077,0.0,1.0,3,0.11538461538461539,1.0,2026,2026
jakai robinson,4,2,3,0,0,0,0,1,0,0,0,0,Jakai Robinson,Bryant,G,Sr,4,2,6,0.6666666666666666,0.75,6,0.6666666666666666,0.75,0,,,6,0.6666666666666666,0.75,1,0.0,,0.75,7,0.8571428571428571,0.0,0.14285714285714285,0.8571428571428571,0,0.0,,2026,2026
jake davis,15,12,3,0,2,0,15,42,12,0,0,0,Jake Davis,Illinois,G,Jr,15,12,27,0.5555555555555556,0.2,27,0.5555555555555556,0.2,2,0.0,,29,0.5172413793103449,0.2,57,0.2631578947368421,0.8,0.5,86,0.313953488372093,0.023255813953488372,0.6627906976744186,0.3372093023255814,0,0.0,,2026,2026
jake ensminger,6,3,2,2,2,2,6,11,5,1,0,1,Jake Ensminger,Santa Clara,C,Jr,5,3,8,0.625,0.2,9,0.6666666666666666,0.3333333333333333,4,0.5,1.0,13,0.6153846153846154,0.5,17,0.35294117647058826,0.8333333333333334,0.6428571428571429,30,0.3,0.13333333333333333,0.5666666666666667,0.43333333333333335,1,0.03333333333333333,1.0,2026,2026
jake hall,7,0,2,4,6,0,21,31,18,0,0,0,Jake Hall,New Mexico,G,Fr,7,0,7,1.0,0.2857142857142857,7,1.0,0.2857142857142857,10,0.4,0.0,17,0.6470588235294118,0.18181818181818182,52,0.40384615384615385,0.8571428571428571,0.625,69,0.10144927536231885,0.14492753623188406,0.7536231884057971,0.2463768115942029,0,0.0,,2026,2026
jake heidbreder,29,8,11,1,3,0,18,35,17,0,0,0,Jake Heidbreder,Fresno St.,G,Sr,29,8,37,0.7837837837837838,0.3793103448275862,37,0.7837837837837838,0.3793103448275862,4,0.25,0.0,41,0.7317073170731707,0.36666666666666664,53,0.33962264150943394,0.9444444444444444,0.5833333333333334,94,0.39361702127659576,0.0425531914893617,0.5638297872340425,0.43617021276595747,0,0.0,,2026,2026
jake lemelman,6,10,2,21,13,9,10,18,8,0,0,0,Jake Lemelman,Mercyhurst,G,So,6,10,16,0.375,0.3333333333333333,16,0.375,0.3333333333333333,34,0.6176470588235294,0.42857142857142855,50,0.54,0.4074074074074074,28,0.35714285714285715,0.8,0.5135135135135135,78,0.20512820512820512,0.4358974358974359,0.358974358974359,0.6410256410256411,0,0.0,,2026,2026
jake wahlin,9,4,3,0,0,0,10,16,9,1,0,1,Jake Wahlin,Clemson,F,Jr,8,4,12,0.6666666666666666,0.25,13,0.6923076923076923,0.3333333333333333,0,,,13,0.6923076923076923,0.3333333333333333,26,0.38461538461538464,0.9,0.631578947368421,39,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1,0.02564102564102564,1.0,2026,2026
jake wilkins,18,5,13,0,0,0,2,17,2,11,1,10,Jake Wilkins,Georgia,F,Fr,7,4,11,0.6363636363636364,0.42857142857142855,23,0.782608695652174,0.7222222222222222,0,,,23,0.782608695652174,0.7222222222222222,19,0.10526315789473684,1.0,0.75,42,0.5476190476190477,0.0,0.4523809523809524,0.5476190476190477,12,0.2857142857142857,0.9166666666666666,2026,2026
jakevion buckley,17,18,1,10,21,1,8,13,4,0,0,0,Jakevion Buckley,New Orleans,G,Sr,17,18,35,0.4857142857142857,0.058823529411764705,35,0.4857142857142857,0.058823529411764705,31,0.3225806451612903,0.1,66,0.4090909090909091,0.07407407407407407,21,0.38095238095238093,0.5,0.17142857142857143,87,0.40229885057471265,0.3563218390804598,0.2413793103448276,0.7586206896551724,0,0.0,,2026,2026
jakobi heady,11,12,2,7,9,0,11,12,7,0,1,0,Jakobi Heady,Bethune Cookman,G,Sr,11,11,22,0.5,0.18181818181818182,23,0.4782608695652174,0.18181818181818182,16,0.4375,0.0,39,0.46153846153846156,0.1111111111111111,23,0.4782608695652174,0.6363636363636364,0.3103448275862069,62,0.3709677419354839,0.25806451612903225,0.3709677419354839,0.6290322580645161,1,0.016129032258064516,0.0,2026,2026
jakub necas,11,2,4,1,0,1,2,3,2,3,0,2,Jakub Necas,Duquesne,F,Jr,8,2,10,0.8,0.25,13,0.8461538461538461,0.36363636363636365,1,1.0,1.0,14,0.8571428571428571,0.4166666666666667,5,0.4,1.0,0.5,19,0.6842105263157895,0.05263157894736842,0.2631578947368421,0.7368421052631579,3,0.15789473684210525,1.0,2026,2026
jaland lowe,2,6,0,0,0,0,2,5,1,0,0,0,Jaland Lowe,Kentucky,G,Jr,2,6,8,0.25,0.0,8,0.25,0.0,0,,,8,0.25,0.0,7,0.2857142857142857,0.5,0.25,15,0.5333333333333333,0.0,0.4666666666666667,0.5333333333333333,0,0.0,,2026,2026
jalen breath,11,6,7,1,1,1,0,1,0,0,0,0,Jalen Breath,Ohio,F,Sr,11,6,17,0.6470588235294118,0.6363636363636364,17,0.6470588235294118,0.6363636363636364,2,0.5,1.0,19,0.631578947368421,0.6666666666666666,1,0.0,,0.6666666666666666,20,0.85,0.1,0.05,0.95,0,0.0,,2026,2026
jalen cox,15,6,3,19,19,4,5,7,3,0,0,0,Jalen Cox,Colgate,G,Jr,15,6,21,0.7142857142857143,0.2,21,0.7142857142857143,0.2,38,0.5,0.21052631578947367,59,0.576271186440678,0.20588235294117646,12,0.4166666666666667,0.6,0.2564102564102564,71,0.29577464788732394,0.5352112676056338,0.16901408450704225,0.8309859154929577,0,0.0,,2026,2026
jalen forrest,7,4,1,2,7,1,5,11,5,0,0,0,Jalen Forrest,Southeastern Louisiana,G,Jr,7,4,11,0.6363636363636364,0.14285714285714285,11,0.6363636363636364,0.14285714285714285,9,0.2222222222222222,0.5,20,0.45,0.2222222222222222,16,0.3125,1.0,0.5,36,0.3055555555555556,0.25,0.4444444444444444,0.5555555555555556,0,0.0,,2026,2026
jalen griffith,7,7,2,11,12,3,8,17,6,0,0,0,Jalen Griffith,Western Michigan,G,Jr,7,7,14,0.5,0.2857142857142857,14,0.5,0.2857142857142857,23,0.4782608695652174,0.2727272727272727,37,0.4864864864864865,0.2777777777777778,25,0.32,0.75,0.4230769230769231,62,0.22580645161290322,0.3709677419354839,0.4032258064516129,0.5967741935483871,0,0.0,,2026,2026
jalen hampton,10,5,6,0,0,0,1,2,1,2,1,2,Jalen Hampton,Arkansas St.,F,Sr,8,4,12,0.6666666666666666,0.5,15,0.6666666666666666,0.6,0,,,15,0.6666666666666666,0.6,3,0.3333333333333333,1.0,0.6363636363636364,18,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,3,0.16666666666666666,0.6666666666666666,2026,2026
jalen haralson,25,12,5,9,17,1,0,6,0,3,0,3,Jalen Haralson,Notre Dame,F,Fr,22,12,34,0.6470588235294118,0.09090909090909091,37,0.6756756756756757,0.2,26,0.34615384615384615,0.1111111111111111,63,0.5396825396825397,0.17647058823529413,6,0.0,,0.17647058823529413,69,0.5362318840579711,0.37681159420289856,0.08695652173913043,0.9130434782608695,3,0.043478260869565216,1.0,2026,2026
jalen haynes,8,2,5,2,2,1,0,8,0,0,0,0,Jalen Haynes,Southern Illinois,G,Fr,8,2,10,0.8,0.625,10,0.8,0.625,4,0.5,0.5,14,0.7142857142857143,0.6,8,0.0,,0.6,22,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.6363636363636364,0,0.0,,2026,2026
jalen jackson,16,6,3,4,12,1,2,3,2,1,0,0,Jalen Jackson,Butler,G,Sr,15,6,21,0.7142857142857143,0.2,22,0.7272727272727273,0.1875,16,0.25,0.25,38,0.5263157894736842,0.2,5,0.4,1.0,0.2727272727272727,43,0.5116279069767442,0.37209302325581395,0.11627906976744186,0.8837209302325582,1,0.023255813953488372,1.0,2026,2026
jalen reed,17,9,8,0,1,0,3,3,3,2,0,2,Jalen Reed,LSU,F,Sr,15,9,24,0.625,0.4,26,0.6538461538461539,0.47058823529411764,1,0.0,,27,0.6296296296296297,0.47058823529411764,6,0.5,1.0,0.55,33,0.7878787878787878,0.030303030303030304,0.18181818181818182,0.8181818181818182,2,0.06060606060606061,1.0,2026,2026
jalen speer,3,1,1,4,12,1,21,34,11,0,0,0,Jalen Speer,Marshall,G,Sr,3,1,4,0.75,0.3333333333333333,4,0.75,0.3333333333333333,16,0.25,0.25,20,0.35,0.2857142857142857,55,0.38181818181818183,0.5238095238095238,0.4642857142857143,75,0.05333333333333334,0.21333333333333335,0.7333333333333333,0.26666666666666666,0,0.0,,2026,2026
jalen warley,16,11,7,4,1,2,0,0,0,3,0,2,Jalen Warley,Gonzaga,G,Sr,13,11,24,0.5416666666666666,0.38461538461538464,27,0.5925925925925926,0.4375,5,0.8,0.5,32,0.625,0.45,0,,,0.45,32,0.84375,0.15625,0.0,1.0,3,0.09375,1.0,2026,2026
jalen washington,22,3,19,0,5,0,4,8,4,13,2,13,Jalen Washington,Vanderbilt,C,Sr,9,1,10,0.9,0.6666666666666666,25,0.88,0.8636363636363636,5,0.0,,30,0.7333333333333333,0.8636363636363636,12,0.3333333333333333,1.0,0.8846153846153846,42,0.5952380952380952,0.11904761904761904,0.2857142857142857,0.7142857142857143,15,0.35714285714285715,0.8666666666666667,2026,2026
jalik dunkley,28,12,16,1,7,1,1,5,1,10,0,9,Jalik Dunkley,Nicholls St.,F,So,18,12,30,0.6,0.3888888888888889,40,0.7,0.5714285714285714,8,0.125,1.0,48,0.6041666666666666,0.5862068965517241,6,0.16666666666666666,1.0,0.6,54,0.7407407407407407,0.14814814814814814,0.1111111111111111,0.8888888888888888,10,0.18518518518518517,1.0,2026,2026
jamai felt,9,4,7,1,0,1,0,0,0,6,1,6,Jamai Felt,Temple,C,So,3,3,6,0.5,0.3333333333333333,13,0.6923076923076923,0.7777777777777778,1,1.0,1.0,14,0.7142857142857143,0.8,0,,,0.8,14,0.9285714285714286,0.07142857142857142,0.0,1.0,7,0.5,0.8571428571428571,2026,2026
jamal fuller,12,6,7,8,12,3,9,10,8,1,0,1,Jamal Fuller,LIU,F,Sr,11,6,17,0.6470588235294118,0.5454545454545454,18,0.6666666666666666,0.5833333333333334,20,0.4,0.375,38,0.5263157894736842,0.5,19,0.47368421052631576,0.8888888888888888,0.6206896551724138,57,0.3157894736842105,0.3508771929824561,0.3333333333333333,0.6666666666666666,1,0.017543859649122806,1.0,2026,2026
jamal west jr.,7,6,1,4,5,1,2,4,2,2,0,1,Jamal West Jr.,UTEP,G,Sr,5,6,11,0.45454545454545453,0.0,13,0.5384615384615384,0.14285714285714285,9,0.4444444444444444,0.25,22,0.5,0.18181818181818182,6,0.3333333333333333,1.0,0.3076923076923077,28,0.4642857142857143,0.32142857142857145,0.21428571428571427,0.7857142857142857,2,0.07142857142857142,1.0,2026,2026
jamar brown,7,4,6,2,2,2,7,13,7,1,0,1,Jamar Brown,UCLA,F,Sr,6,4,10,0.6,0.8333333333333334,11,0.6363636363636364,0.8571428571428571,4,0.5,1.0,15,0.6,0.8888888888888888,20,0.35,1.0,0.9375,35,0.3142857142857143,0.11428571428571428,0.5714285714285714,0.42857142857142855,1,0.02857142857142857,1.0,2026,2026
jamari mcdowell,1,1,0,0,0,0,7,11,6,0,0,0,Jamari McDowell,Kansas,G,Jr,1,1,2,0.5,0.0,2,0.5,0.0,0,,,2,0.5,0.0,18,0.3888888888888889,0.8571428571428571,0.75,20,0.1,0.0,0.9,0.1,0,0.0,,2026,2026
jamarion batemon,1,4,0,1,0,1,9,15,7,0,0,0,Jamarion Batemon,Iowa St.,G,Fr,1,4,5,0.2,0.0,5,0.2,0.0,1,1.0,1.0,6,0.3333333333333333,0.5,24,0.375,0.7777777777777778,0.7272727272727273,30,0.16666666666666666,0.03333333333333333,0.8,0.2,0,0.0,,2026,2026
jamarion davis-fleming,8,3,6,0,2,0,0,0,0,4,0,3,Jamarion Davis-Fleming,Mississippi St.,C,Fr,4,3,7,0.5714285714285714,0.75,11,0.7272727272727273,0.75,2,0.0,,13,0.6153846153846154,0.75,0,,,0.75,13,0.8461538461538461,0.15384615384615385,0.0,1.0,4,0.3076923076923077,1.0,2026,2026
jamarques lawrence,6,1,4,3,5,2,14,15,11,1,0,0,Jamarques Lawrence,Nebraska,G,Sr,5,1,6,0.8333333333333334,0.8,7,0.8571428571428571,0.6666666666666666,8,0.375,0.6666666666666666,15,0.6,0.6666666666666666,29,0.4827586206896552,0.7857142857142857,0.7391304347826086,44,0.1590909090909091,0.18181818181818182,0.6590909090909091,0.3409090909090909,1,0.022727272727272728,1.0,2026,2026
jameel brown,3,7,0,0,1,0,8,7,5,0,0,0,Jameel Brown,Delaware,G,Jr,3,7,10,0.3,0.0,10,0.3,0.0,1,0.0,,11,0.2727272727272727,0.0,15,0.5333333333333333,0.625,0.45454545454545453,26,0.38461538461538464,0.038461538461538464,0.5769230769230769,0.4230769230769231,0,0.0,,2026,2026
james brown,1,0,1,0,0,0,0,0,0,0,0,0,James Brown,North Carolina,C,So,1,0,1,1.0,1.0,1,1.0,1.0,0,,,1,1.0,1.0,0,,,1.0,1,1.0,0.0,0.0,1.0,0,0.0,,2026,2026
james scott,19,10,12,0,0,0,0,0,0,15,1,12,James Scott,Mississippi,C,Jr,4,9,13,0.3076923076923077,0.0,29,0.6551724137931034,0.631578947368421,0,,,29,0.6551724137931034,0.631578947368421,0,,,0.631578947368421,29,1.0,0.0,0.0,1.0,16,0.5517241379310345,0.9375,2026,2026
jamichael davis,7,10,0,7,12,0,10,9,10,0,0,0,Jamichael Davis,Rutgers,G,Jr,7,10,17,0.4117647058823529,0.0,17,0.4117647058823529,0.0,19,0.3684210526315789,0.0,36,0.3888888888888889,0.0,19,0.5263157894736842,1.0,0.4166666666666667,55,0.3090909090909091,0.34545454545454546,0.34545454545454546,0.6545454545454545,0,0.0,,2026,2026
jamichael stillwell,19,9,6,4,10,3,3,4,3,0,0,0,Jamichael Stillwell,UCF,F,Sr,19,9,28,0.6785714285714286,0.3157894736842105,28,0.6785714285714286,0.3157894736842105,14,0.2857142857142857,0.75,42,0.5476190476190477,0.391304347826087,7,0.42857142857142855,1.0,0.46153846153846156,49,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.8571428571428571,0,0.0,,2026,2026
"jamie kaiser, jr.",14,5,6,1,2,0,10,12,9,3,0,1,"Jamie Kaiser, Jr.",Butler,G,So,11,5,16,0.6875,0.45454545454545453,19,0.7368421052631579,0.42857142857142855,3,0.3333333333333333,0.0,22,0.6818181818181818,0.4,22,0.45454545454545453,0.9,0.6,44,0.4318181818181818,0.06818181818181818,0.5,0.5,3,0.06818181818181818,1.0,2026,2026
jamier jones,25,14,16,0,3,0,3,3,3,15,4,11,Jamier Jones,Providence,G,Fr,10,10,20,0.5,0.5,39,0.6410256410256411,0.64,3,0.0,,42,0.5952380952380952,0.64,6,0.5,1.0,0.6785714285714286,48,0.8125,0.0625,0.125,0.875,19,0.3958333333333333,0.7894736842105263,2026,2026
jamil muttilib,5,2,0,3,2,1,13,18,12,1,0,0,Jamil Muttilib,Grambling St.,G,Sr,4,2,6,0.6666666666666666,0.0,7,0.7142857142857143,0.0,5,0.6,0.3333333333333333,12,0.6666666666666666,0.125,31,0.41935483870967744,0.9230769230769231,0.6190476190476191,43,0.16279069767441862,0.11627906976744186,0.7209302325581395,0.27906976744186046,1,0.023255813953488372,1.0,2026,2026
jamir simpson,9,13,1,5,5,1,15,22,11,1,0,0,Jamir Simpson,UTSA,G,Sr,8,13,21,0.38095238095238093,0.125,22,0.4090909090909091,0.1111111111111111,10,0.5,0.2,32,0.4375,0.14285714285714285,37,0.40540540540540543,0.7333333333333333,0.4482758620689655,69,0.3188405797101449,0.14492753623188406,0.5362318840579711,0.463768115942029,1,0.014492753623188406,1.0,2026,2026
jamyron keller,2,2,0,5,8,0,4,9,3,0,0,0,Jamyron Keller,Louisiana,G,Jr,2,2,4,0.5,0.0,4,0.5,0.0,13,0.38461538461538464,0.0,17,0.4117647058823529,0.0,13,0.3076923076923077,0.75,0.2727272727272727,30,0.13333333333333333,0.43333333333333335,0.43333333333333335,0.5666666666666667,0,0.0,,2026,2026
jan vide,10,6,1,12,13,3,3,3,3,0,0,0,Jan Vide,Loyola Marymount,G,Jr,10,6,16,0.625,0.1,16,0.625,0.1,25,0.48,0.25,41,0.5365853658536586,0.18181818181818182,6,0.5,1.0,0.28,47,0.3404255319148936,0.5319148936170213,0.1276595744680851,0.8723404255319149,0,0.0,,2026,2026
