player_lower,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,Player,Team,Role,YR,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,DunkAtt,Dunk_Freq,Dunk_FG%,First_Season,Last_Season
janusz ratowski,7,2,5,0,0,0,1,0,1,2,0,2,Janusz Ratowski,Stetson,F,Fr,5,2,7,0.7142857142857143,0.6,9,0.7777777777777778,0.7142857142857143,0,,,9,0.7777777777777778,0.7142857142857143,1,1.0,1.0,0.75,10,0.9,0.0,0.1,0.9,2,0.2,1.0,2026,2026
jao ituka,9,8,2,3,4,0,10,13,10,0,0,0,Jao Ituka,Northern Illinois,G,Jr,9,8,17,0.5294117647058824,0.2222222222222222,17,0.5294117647058824,0.2222222222222222,7,0.42857142857142855,0.0,24,0.5,0.16666666666666666,23,0.43478260869565216,1.0,0.5454545454545454,47,0.3617021276595745,0.14893617021276595,0.48936170212765956,0.5106382978723404,0,0.0,,2026,2026
jaquan johnson,22,15,0,8,14,0,14,21,10,0,0,0,Jaquan Johnson,Bradley,G,So,22,15,37,0.5945945945945946,0.0,37,0.5945945945945946,0.0,22,0.36363636363636365,0.0,59,0.5084745762711864,0.0,35,0.4,0.7142857142857143,0.22727272727272727,94,0.39361702127659576,0.23404255319148937,0.3723404255319149,0.6276595744680851,0,0.0,,2026,2026
jared garcia,2,3,1,2,0,2,2,5,2,0,0,0,Jared Garcia,Nebraska,F,Sr,2,3,5,0.4,0.5,5,0.4,0.5,2,1.0,1.0,7,0.5714285714285714,0.75,7,0.2857142857142857,1.0,0.8333333333333334,14,0.35714285714285715,0.14285714285714285,0.5,0.5,0,0.0,,2026,2026
jared harris,4,3,3,0,0,0,5,7,5,2,0,2,Jared Harris,Wyoming,G,So,2,3,5,0.4,0.5,7,0.5714285714285714,0.75,0,,,7,0.5714285714285714,0.75,12,0.4166666666666667,1.0,0.8888888888888888,19,0.3684210526315789,0.0,0.631578947368421,0.3684210526315789,2,0.10526315789473684,1.0,2026,2026
jared turner,2,3,0,0,1,0,14,15,14,0,0,0,Jared Turner,Old Dominion,F,Jr,2,3,5,0.4,0.0,5,0.4,0.0,1,0.0,,6,0.3333333333333333,0.0,29,0.4827586206896552,1.0,0.875,35,0.14285714285714285,0.02857142857142857,0.8285714285714286,0.17142857142857143,0,0.0,,2026,2026
jarin stevenson,11,3,5,0,4,0,5,15,5,3,0,2,Jarin Stevenson,North Carolina,F,Jr,8,3,11,0.7272727272727273,0.375,14,0.7857142857142857,0.45454545454545453,4,0.0,,18,0.6111111111111112,0.45454545454545453,20,0.25,1.0,0.625,38,0.3684210526315789,0.10526315789473684,0.5263157894736842,0.47368421052631576,3,0.07894736842105263,1.0,2026,2026
jaron pierre jr.,26,11,17,4,18,0,12,24,11,5,1,4,Jaron Pierre Jr.,SMU,G,Sr,21,10,31,0.6774193548387096,0.6190476190476191,37,0.7027027027027027,0.6538461538461539,22,0.18181818181818182,0.0,59,0.5084745762711864,0.5666666666666667,36,0.3333333333333333,0.9166666666666666,0.6666666666666666,95,0.3894736842105263,0.23157894736842105,0.37894736842105264,0.6210526315789474,6,0.06315789473684211,0.8333333333333334,2026,2026
jarred hall,3,1,2,0,0,0,2,4,2,0,0,0,Jarred Hall,Middle Tennessee,F,Jr,3,1,4,0.75,0.6666666666666666,4,0.75,0.6666666666666666,0,,,4,0.75,0.6666666666666666,6,0.3333333333333333,1.0,0.8,10,0.4,0.0,0.6,0.4,0,0.0,,2026,2026
jasai miles,4,1,2,0,1,0,2,4,2,2,0,0,Jasai Miles,Indiana,F,Jr,2,1,3,0.6666666666666666,1.0,5,0.8,0.5,1,0.0,,6,0.6666666666666666,0.5,6,0.3333333333333333,1.0,0.6666666666666666,12,0.4166666666666667,0.08333333333333333,0.5,0.5,2,0.16666666666666666,1.0,2026,2026
jase butler,10,7,7,1,0,1,6,11,6,0,0,0,Jase Butler,Colorado St.,G,So,10,7,17,0.5882352941176471,0.7,17,0.5882352941176471,0.7,1,1.0,1.0,18,0.6111111111111112,0.7272727272727273,17,0.35294117647058826,1.0,0.8235294117647058,35,0.4857142857142857,0.02857142857142857,0.4857142857142857,0.5142857142857142,0,0.0,,2026,2026
jasen green,10,5,10,3,4,1,6,9,6,6,0,6,Jasen Green,Creighton,F,Jr,4,5,9,0.4444444444444444,1.0,15,0.6666666666666666,1.0,7,0.42857142857142855,0.3333333333333333,22,0.5909090909090909,0.8461538461538461,15,0.4,1.0,0.8947368421052632,37,0.40540540540540543,0.1891891891891892,0.40540540540540543,0.5945945945945946,6,0.16216216216216217,1.0,2026,2026
jasir rencher,3,1,3,0,0,0,0,2,0,1,0,1,Jasir Rencher,Washington,F,Fr,2,1,3,0.6666666666666666,1.0,4,0.75,1.0,0,,,4,0.75,1.0,2,0.0,,1.0,6,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1,0.16666666666666666,1.0,2026,2026
jason asemota,2,0,1,0,0,0,5,9,5,1,0,1,Jason Asemota,Boston College,F,So,1,0,1,1.0,0.0,2,1.0,0.5,0,,,2,1.0,0.5,14,0.35714285714285715,1.0,0.8571428571428571,16,0.125,0.0,0.875,0.125,1,0.0625,1.0,2026,2026
jason edwards,15,12,3,17,15,1,15,33,12,0,0,0,Jason Edwards,Providence,G,Sr,15,12,27,0.5555555555555556,0.2,27,0.5555555555555556,0.2,32,0.53125,0.058823529411764705,59,0.5423728813559322,0.125,48,0.3125,0.8,0.3404255319148936,107,0.2523364485981308,0.29906542056074764,0.4485981308411215,0.5514018691588785,0,0.0,,2026,2026
jason jakstys,3,1,3,0,0,0,0,0,0,3,0,3,Jason Jakstys,Illinois,C,Fr,0,1,1,0.0,,4,0.75,1.0,0,,,4,0.75,1.0,0,,,1.0,4,1.0,0.0,0.0,1.0,3,0.75,1.0,2026,2026
jason rivera-torres,12,14,4,5,5,0,4,15,1,1,0,1,Jason Rivera-Torres,Monmouth,F,Jr,11,14,25,0.44,0.2727272727272727,26,0.46153846153846156,0.3333333333333333,10,0.5,0.0,36,0.4722222222222222,0.23529411764705882,19,0.21052631578947367,0.25,0.23809523809523808,55,0.4727272727272727,0.18181818181818182,0.34545454545454546,0.6545454545454545,1,0.01818181818181818,1.0,2026,2026
jason schofield,7,3,6,1,5,1,0,0,0,0,0,0,Jason Schofield,Marist,C,So,7,3,10,0.7,0.8571428571428571,10,0.7,0.8571428571428571,6,0.16666666666666666,1.0,16,0.5,0.875,0,,,0.875,16,0.625,0.375,0.0,1.0,0,0.0,,2026,2026
jasper floyd,11,11,1,8,11,0,5,4,3,0,0,0,Jasper Floyd,West Virginia,G,Sr,11,11,22,0.5,0.09090909090909091,22,0.5,0.09090909090909091,19,0.42105263157894735,0.0,41,0.4634146341463415,0.05263157894736842,9,0.5555555555555556,0.6,0.16666666666666666,50,0.44,0.38,0.18,0.82,0,0.0,,2026,2026
jasper johnson,7,3,2,2,5,0,10,18,7,0,0,0,Jasper Johnson,Kentucky,G,Fr,7,3,10,0.7,0.2857142857142857,10,0.7,0.2857142857142857,7,0.2857142857142857,0.0,17,0.5294117647058824,0.2222222222222222,28,0.35714285714285715,0.7,0.47368421052631576,45,0.2222222222222222,0.15555555555555556,0.6222222222222222,0.37777777777777777,0,0.0,,2026,2026
javan buchanan,11,16,4,4,9,2,8,17,5,1,0,1,Javan Buchanan,Boise St.,F,Sr,10,16,26,0.38461538461538464,0.3,27,0.4074074074074074,0.36363636363636365,13,0.3076923076923077,0.5,40,0.375,0.4,25,0.32,0.625,0.4782608695652174,65,0.4153846153846154,0.2,0.38461538461538464,0.6153846153846154,1,0.015384615384615385,1.0,2026,2026
javion guy-king,7,3,0,2,5,0,7,11,4,0,0,0,Javion Guy-King,Central Arkansas,F,Jr,7,3,10,0.7,0.0,10,0.7,0.0,7,0.2857142857142857,0.0,17,0.5294117647058824,0.0,18,0.3888888888888889,0.5714285714285714,0.25,35,0.2857142857142857,0.2,0.5142857142857142,0.4857142857142857,0,0.0,,2026,2026
javohn garcia,11,9,3,3,5,0,6,9,6,0,0,0,Javohn Garcia,McNeese St.,G,Sr,11,9,20,0.55,0.2727272727272727,20,0.55,0.2727272727272727,8,0.375,0.0,28,0.5,0.21428571428571427,15,0.4,1.0,0.45,43,0.46511627906976744,0.18604651162790697,0.3488372093023256,0.6511627906976745,0,0.0,,2026,2026
javon bennett,16,11,5,8,9,2,12,34,9,0,0,0,Javon Bennett,Dayton,G,Sr,16,11,27,0.5925925925925926,0.3125,27,0.5925925925925926,0.3125,17,0.47058823529411764,0.25,44,0.5454545454545454,0.2916666666666667,46,0.2608695652173913,0.75,0.4444444444444444,90,0.3,0.18888888888888888,0.5111111111111111,0.4888888888888889,0,0.0,,2026,2026
javon cooley,10,5,9,4,7,4,7,16,7,1,0,1,Javon Cooley,Pepperdine,G,Sr,9,5,14,0.6428571428571429,0.8888888888888888,15,0.6666666666666666,0.9,11,0.36363636363636365,1.0,26,0.5384615384615384,0.9285714285714286,23,0.30434782608695654,1.0,0.9523809523809523,49,0.30612244897959184,0.22448979591836735,0.46938775510204084,0.5306122448979592,1,0.02040816326530612,1.0,2026,2026
javon ruffin,6,1,1,1,0,0,12,16,12,1,0,0,Javon Ruffin,Bowling Green,G,Sr,5,1,6,0.8333333333333334,0.2,7,0.8571428571428571,0.16666666666666666,1,1.0,0.0,8,0.875,0.14285714285714285,28,0.42857142857142855,1.0,0.6842105263157895,36,0.19444444444444445,0.027777777777777776,0.7777777777777778,0.2222222222222222,1,0.027777777777777776,1.0,2026,2026
javontae campbell,29,29,6,2,6,0,4,10,3,1,1,0,Javontae Campbell,Bowling Green,G,Sr,28,28,56,0.5,0.21428571428571427,58,0.5,0.20689655172413793,8,0.25,0.0,66,0.4696969696969697,0.1935483870967742,14,0.2857142857142857,0.75,0.2571428571428571,80,0.725,0.1,0.175,0.825,2,0.025,0.5,2026,2026
jaxon kohler,16,7,8,9,10,6,12,14,12,1,0,1,Jaxon Kohler,Michigan St.,F,Sr,15,7,22,0.6818181818181818,0.4666666666666667,23,0.6956521739130435,0.5,19,0.47368421052631576,0.6666666666666666,42,0.5952380952380952,0.56,26,0.46153846153846156,1.0,0.7027027027027027,68,0.3382352941176471,0.27941176470588236,0.38235294117647056,0.6176470588235294,1,0.014705882352941176,1.0,2026,2026
jaxon prunty,4,3,1,1,6,0,5,10,5,0,0,0,Jaxon Prunty,Charleston,G,So,4,3,7,0.5714285714285714,0.25,7,0.5714285714285714,0.25,7,0.14285714285714285,0.0,14,0.35714285714285715,0.2,15,0.3333333333333333,1.0,0.6,29,0.2413793103448276,0.2413793103448276,0.5172413793103449,0.4827586206896552,0,0.0,,2026,2026
jay rodgers,2,5,0,7,10,0,7,8,5,0,0,0,Jay Rodgers,Central Connecticut,G,Sr,2,5,7,0.2857142857142857,0.0,7,0.2857142857142857,0.0,17,0.4117647058823529,0.0,24,0.375,0.0,15,0.4666666666666667,0.7142857142857143,0.3125,39,0.1794871794871795,0.4358974358974359,0.38461538461538464,0.6153846153846154,0,0.0,,2026,2026
jayce nathaniel,14,7,10,3,5,2,2,5,2,1,1,1,Jayce Nathaniel,Illinois Chicago,F,Fr,13,6,19,0.6842105263157895,0.6923076923076923,21,0.6666666666666666,0.7142857142857143,8,0.375,0.6666666666666666,29,0.5862068965517241,0.7058823529411765,7,0.2857142857142857,1.0,0.7368421052631579,36,0.5833333333333334,0.2222222222222222,0.19444444444444445,0.8055555555555556,2,0.05555555555555555,0.5,2026,2026
jayden barrs,3,2,1,2,5,1,2,3,2,0,0,0,Jayden Barrs,Lamar,G,So,3,2,5,0.6,0.3333333333333333,5,0.6,0.3333333333333333,7,0.2857142857142857,0.5,12,0.4166666666666667,0.4,5,0.4,1.0,0.5714285714285714,17,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.7058823529411765,0,0.0,,2026,2026
jayden brewer,22,15,10,4,10,0,1,6,1,3,0,1,Jayden Brewer,Western Michigan,F,Sr,19,15,34,0.5588235294117647,0.47368421052631576,37,0.5945945945945946,0.45454545454545453,14,0.2857142857142857,0.0,51,0.5098039215686274,0.38461538461538464,7,0.14285714285714285,1.0,0.4074074074074074,58,0.6379310344827587,0.2413793103448276,0.1206896551724138,0.8793103448275862,3,0.05172413793103448,1.0,2026,2026
jayden dawson,2,0,2,1,1,1,5,14,3,0,0,0,Jayden Dawson,Kansas,G,Sr,2,0,2,1.0,1.0,2,1.0,1.0,2,0.5,1.0,4,0.75,1.0,19,0.2631578947368421,0.6,0.75,23,0.08695652173913043,0.08695652173913043,0.8260869565217391,0.17391304347826086,0,0.0,,2026,2026
jayden epps,5,3,0,6,5,0,8,14,7,0,0,0,Jayden Epps,Mississippi St.,G,Sr,5,3,8,0.625,0.0,8,0.625,0.0,11,0.5454545454545454,0.0,19,0.5789473684210527,0.0,22,0.36363636363636365,0.875,0.3684210526315789,41,0.1951219512195122,0.2682926829268293,0.5365853658536586,0.4634146341463415,0,0.0,,2026,2026
jayden fort,7,4,4,0,1,0,0,2,0,3,1,3,Jayden Fort,Georgetown,C,So,4,3,7,0.5714285714285714,0.25,11,0.6363636363636364,0.5714285714285714,1,0.0,,12,0.5833333333333334,0.5714285714285714,2,0.0,,0.5714285714285714,14,0.7857142857142857,0.07142857142857142,0.14285714285714285,0.8571428571428571,4,0.2857142857142857,0.75,2026,2026
jayden harris,3,2,0,2,0,1,1,4,1,3,0,0,Jayden Harris,Eastern Kentucky,F,Fr,0,2,2,0.0,,5,0.6,0.0,2,1.0,0.5,7,0.7142857142857143,0.2,5,0.2,1.0,0.3333333333333333,12,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.5833333333333334,3,0.25,1.0,2026,2026
jayden hastings,17,9,9,4,1,1,0,0,0,9,1,5,Jayden Hastings,Boston College,C,So,8,8,16,0.5,0.5,26,0.6538461538461539,0.5294117647058824,5,0.8,0.25,31,0.6774193548387096,0.47619047619047616,0,,,0.47619047619047616,31,0.8387096774193549,0.16129032258064516,0.0,1.0,10,0.3225806451612903,0.9,2026,2026
jayden jackson,5,7,0,2,6,0,7,18,4,0,1,0,Jayden Jackson,Cal Baptist,G,Sr,5,6,11,0.45454545454545453,0.0,12,0.4166666666666667,0.0,8,0.25,0.0,20,0.35,0.0,25,0.28,0.5714285714285714,0.2857142857142857,45,0.26666666666666666,0.17777777777777778,0.5555555555555556,0.4444444444444444,1,0.022222222222222223,0.0,2026,2026
jayden ndjigue,5,6,3,8,6,3,1,10,1,0,0,0,Jayden Ndjigue,Massachusetts,G,Jr,5,6,11,0.45454545454545453,0.6,11,0.45454545454545453,0.6,14,0.5714285714285714,0.375,25,0.52,0.46153846153846156,11,0.09090909090909091,1.0,0.5,36,0.3055555555555556,0.3888888888888889,0.3055555555555556,0.6944444444444444,0,0.0,,2026,2026
jayden pierre,8,5,1,6,4,3,13,19,8,1,0,1,Jayden Pierre,TCU,G,Sr,7,5,12,0.5833333333333334,0.0,13,0.6153846153846154,0.125,10,0.6,0.5,23,0.6086956521739131,0.2857142857142857,32,0.40625,0.6153846153846154,0.4444444444444444,55,0.23636363636363636,0.18181818181818182,0.5818181818181818,0.41818181818181815,1,0.01818181818181818,1.0,2026,2026
jayden reid,11,13,3,11,13,1,6,8,5,0,0,0,Jayden Reid,Northwestern,G,Jr,11,13,24,0.4583333333333333,0.2727272727272727,24,0.4583333333333333,0.2727272727272727,24,0.4583333333333333,0.09090909090909091,48,0.4583333333333333,0.18181818181818182,14,0.42857142857142855,0.8333333333333334,0.32142857142857145,62,0.3870967741935484,0.3870967741935484,0.22580645161290322,0.7741935483870968,0,0.0,,2026,2026
jayden ross,8,7,6,2,1,1,7,9,7,6,0,4,Jayden Ross,Connecticut,F,Jr,2,7,9,0.2222222222222222,1.0,15,0.5333333333333333,0.75,3,0.6666666666666666,0.5,18,0.5555555555555556,0.7,16,0.4375,1.0,0.8235294117647058,34,0.4411764705882353,0.08823529411764706,0.47058823529411764,0.5294117647058824,6,0.17647058823529413,1.0,2026,2026
jayden smoot,3,0,1,1,1,1,4,5,4,1,0,0,Jayden Smoot,UT Arlington,G,Fr,2,0,2,1.0,0.5,3,1.0,0.3333333333333333,2,0.5,1.0,5,0.8,0.5,9,0.4444444444444444,1.0,0.75,14,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.35714285714285715,1,0.07142857142857142,1.0,2026,2026
jayden stone,16,2,8,3,1,3,10,14,9,3,0,2,Jayden Stone,Missouri,G,Sr,13,2,15,0.8666666666666667,0.46153846153846156,18,0.8888888888888888,0.5,4,0.75,1.0,22,0.8636363636363636,0.5789473684210527,24,0.4166666666666667,0.9,0.6896551724137931,46,0.391304347826087,0.08695652173913043,0.5217391304347826,0.4782608695652174,3,0.06521739130434782,1.0,2026,2026
jayland randall,2,2,0,4,6,1,6,9,5,0,0,0,Jayland Randall,New Mexico St.,G,Sr,2,2,4,0.5,0.0,4,0.5,0.0,10,0.4,0.25,14,0.42857142857142855,0.16666666666666666,15,0.4,0.8333333333333334,0.5,29,0.13793103448275862,0.3448275862068966,0.5172413793103449,0.4827586206896552,0,0.0,,2026,2026
jaylen carey,24,12,12,1,4,1,0,2,0,3,0,3,Jaylen Carey,Tennessee,C,Jr,21,12,33,0.6363636363636364,0.42857142857142855,36,0.6666666666666666,0.5,5,0.2,1.0,41,0.6097560975609756,0.52,2,0.0,,0.52,43,0.8372093023255814,0.11627906976744186,0.046511627906976744,0.9534883720930233,3,0.06976744186046512,1.0,2026,2026
jaylen curry,20,7,5,3,7,1,4,12,2,0,0,0,Jaylen Curry,Oklahoma St.,G,Jr,20,7,27,0.7407407407407407,0.25,27,0.7407407407407407,0.25,10,0.3,0.3333333333333333,37,0.6216216216216216,0.2608695652173913,16,0.25,0.5,0.2962962962962963,53,0.5094339622641509,0.18867924528301888,0.3018867924528302,0.6981132075471698,0,0.0,,2026,2026
jaylen harrell,3,0,1,0,0,0,3,6,3,1,0,1,Jaylen Harrell,Providence,G,Fr,2,0,2,1.0,0.0,3,1.0,0.3333333333333333,0,,,3,1.0,0.3333333333333333,9,0.3333333333333333,1.0,0.6666666666666666,12,0.25,0.0,0.75,0.25,1,0.08333333333333333,1.0,2026,2026
jaylen jones,18,10,1,2,2,0,5,9,3,3,0,0,Jaylen Jones,Jacksonville,G,Jr,15,10,25,0.6,0.06666666666666667,28,0.6428571428571429,0.05555555555555555,4,0.5,0.0,32,0.625,0.05,14,0.35714285714285715,0.6,0.16,46,0.6086956521739131,0.08695652173913043,0.30434782608695654,0.6956521739130435,3,0.06521739130434782,1.0,2026,2026
jaylen peterson,17,7,10,3,7,1,0,0,0,7,1,5,Jaylen Peterson,Presbyterian,C,Jr,10,6,16,0.625,0.5,24,0.7083333333333334,0.5882352941176471,10,0.3,0.3333333333333333,34,0.5882352941176471,0.55,0,,,0.55,34,0.7058823529411765,0.29411764705882354,0.0,1.0,8,0.23529411764705882,0.875,2026,2026
jaylen searles,7,4,4,2,9,0,13,18,9,2,0,2,Jaylen Searles,Nicholls St.,F,Sr,5,4,9,0.5555555555555556,0.4,11,0.6363636363636364,0.5714285714285714,11,0.18181818181818182,0.0,22,0.4090909090909091,0.4444444444444444,31,0.41935483870967744,0.6923076923076923,0.5909090909090909,53,0.20754716981132076,0.20754716981132076,0.5849056603773585,0.41509433962264153,2,0.03773584905660377,1.0,2026,2026
jaylen smith,4,3,1,3,4,0,8,19,5,0,0,0,Jaylen Smith,East Tennessee St.,G,Jr,4,3,7,0.5714285714285714,0.25,7,0.5714285714285714,0.25,7,0.42857142857142855,0.0,14,0.5,0.14285714285714285,27,0.2962962962962963,0.625,0.4,41,0.17073170731707318,0.17073170731707318,0.6585365853658537,0.34146341463414637,0,0.0,,2026,2026
jaylin henderson,13,9,1,4,11,0,5,14,5,2,0,0,Jaylin Henderson,Portland St.,G,Sr,11,9,20,0.55,0.09090909090909091,22,0.5909090909090909,0.07692307692307693,15,0.26666666666666666,0.0,37,0.4594594594594595,0.058823529411764705,19,0.2631578947368421,1.0,0.2727272727272727,56,0.39285714285714285,0.26785714285714285,0.3392857142857143,0.6607142857142857,2,0.03571428571428571,1.0,2026,2026
jaylin sellers,22,12,9,5,9,0,14,29,12,6,1,3,Jaylin Sellers,Providence,G,Sr,16,11,27,0.5925925925925926,0.375,34,0.6470588235294118,0.4090909090909091,14,0.35714285714285715,0.0,48,0.5625,0.3333333333333333,43,0.32558139534883723,0.8571428571428571,0.5121951219512195,91,0.37362637362637363,0.15384615384615385,0.4725274725274725,0.5274725274725275,7,0.07692307692307693,0.8571428571428571,2026,2026
jaylin stewart,7,2,3,3,4,0,8,16,7,1,1,1,Jaylin Stewart,Connecticut,G,Jr,6,1,7,0.8571428571428571,0.3333333333333333,9,0.7777777777777778,0.42857142857142855,7,0.42857142857142855,0.0,16,0.625,0.3,24,0.3333333333333333,0.875,0.5555555555555556,40,0.225,0.175,0.6,0.4,2,0.05,0.5,2026,2026
jayme mitchell jr.,9,8,5,5,8,0,14,15,14,3,0,2,Jayme Mitchell Jr.,Jackson St.,G,Jr,6,8,14,0.42857142857142855,0.5,17,0.5294117647058824,0.5555555555555556,13,0.38461538461538464,0.0,30,0.4666666666666667,0.35714285714285715,29,0.4827586206896552,1.0,0.6785714285714286,59,0.288135593220339,0.22033898305084745,0.4915254237288136,0.5084745762711864,3,0.05084745762711865,1.0,2026,2026
jayson petty,8,3,3,10,5,2,4,23,4,0,0,0,Jayson Petty,UMKC,G,Jr,8,3,11,0.7272727272727273,0.375,11,0.7272727272727273,0.375,15,0.6666666666666666,0.2,26,0.6923076923076923,0.2777777777777778,27,0.14814814814814814,1.0,0.4090909090909091,53,0.20754716981132076,0.2830188679245283,0.5094339622641509,0.49056603773584906,0,0.0,,2026,2026
je'shawn stevenson,15,14,3,0,4,0,12,28,9,2,0,1,Je'Shawn Stevenson,North Texas,G,So,13,14,27,0.48148148148148145,0.15384615384615385,29,0.5172413793103449,0.2,4,0.0,,33,0.45454545454545453,0.2,40,0.3,0.75,0.4444444444444444,73,0.3972602739726027,0.0547945205479452,0.547945205479452,0.4520547945205479,2,0.0273972602739726,1.0,2026,2026
jed miller,3,1,1,5,4,0,10,18,6,0,0,0,Jed Miller,Montana St.,G,Sr,3,1,4,0.75,0.3333333333333333,4,0.75,0.3333333333333333,9,0.5555555555555556,0.0,13,0.6153846153846154,0.125,28,0.35714285714285715,0.6,0.3888888888888889,41,0.0975609756097561,0.21951219512195122,0.6829268292682927,0.3170731707317073,0,0.0,,2026,2026
jelani hamilton,2,2,1,4,4,1,7,12,5,0,0,0,Jelani Hamilton,Georgia St.,G,So,2,2,4,0.5,0.5,4,0.5,0.5,8,0.5,0.25,12,0.5,0.3333333333333333,19,0.3684210526315789,0.7142857142857143,0.5384615384615384,31,0.12903225806451613,0.25806451612903225,0.6129032258064516,0.3870967741935484,0,0.0,,2026,2026
jemel jones,3,5,0,10,16,1,3,12,2,0,0,0,Jemel Jones,New Mexico St.,G,Sr,3,5,8,0.375,0.0,8,0.375,0.0,26,0.38461538461538464,0.1,34,0.38235294117647056,0.07692307692307693,15,0.2,0.6666666666666666,0.1875,49,0.16326530612244897,0.5306122448979592,0.30612244897959184,0.6938775510204082,0,0.0,,2026,2026
jerald colonel,10,6,7,0,3,0,0,0,0,8,0,7,Jerald Colonel,Stephen F. Austin,C,Sr,2,6,8,0.25,0.0,16,0.625,0.7,3,0.0,,19,0.5263157894736842,0.7,0,,,0.7,19,0.8421052631578947,0.15789473684210525,0.0,1.0,8,0.42105263157894735,1.0,2026,2026
jeremiah davis,7,1,1,4,1,0,2,4,1,0,0,0,Jeremiah Davis,Montana St.,G,Jr,7,1,8,0.875,0.14285714285714285,8,0.875,0.14285714285714285,5,0.8,0.0,13,0.8461538461538461,0.09090909090909091,6,0.3333333333333333,0.5,0.15384615384615385,19,0.42105263157894735,0.2631578947368421,0.3157894736842105,0.6842105263157895,0,0.0,,2026,2026
jeremiah johnson,4,7,1,0,1,0,2,7,2,0,0,0,Jeremiah Johnson,Howard,G,Fr,4,7,11,0.36363636363636365,0.25,11,0.36363636363636365,0.25,1,0.0,,12,0.3333333333333333,0.25,9,0.2222222222222222,1.0,0.5,21,0.5238095238095238,0.047619047619047616,0.42857142857142855,0.5714285714285714,0,0.0,,2026,2026
jeremiah oden,9,1,6,0,4,0,5,11,5,5,0,4,Jeremiah Oden,San Diego St.,F,Sr,4,1,5,0.8,0.5,10,0.9,0.6666666666666666,4,0.0,,14,0.6428571428571429,0.6666666666666666,16,0.3125,1.0,0.7857142857142857,30,0.3333333333333333,0.13333333333333333,0.5333333333333333,0.4666666666666667,5,0.16666666666666666,1.0,2026,2026
jeremiah talton,0,1,0,0,3,0,5,8,4,0,0,0,Jeremiah Talton,Lindenwood,G,Jr,0,1,1,0.0,,1,0.0,,3,0.0,,4,0.0,,13,0.38461538461538464,0.8,0.8,17,0.058823529411764705,0.17647058823529413,0.7647058823529411,0.23529411764705882,0,0.0,,2026,2026
jeremiah wilkinson,23,10,7,3,8,0,11,26,11,6,1,4,Jeremiah Wilkinson,Georgia,G,So,17,9,26,0.6538461538461539,0.17647058823529413,33,0.696969696969697,0.30434782608695654,11,0.2727272727272727,0.0,44,0.5909090909090909,0.2692307692307692,37,0.2972972972972973,1.0,0.4864864864864865,81,0.4074074074074074,0.13580246913580246,0.4567901234567901,0.5432098765432098,7,0.08641975308641975,0.8571428571428571,2026,2026
jeremiah williams,1,3,1,2,6,0,2,5,2,0,0,0,Jeremiah Williams,Georgetown,G,Sr,1,3,4,0.25,1.0,4,0.25,1.0,8,0.25,0.0,12,0.25,0.3333333333333333,7,0.2857142857142857,1.0,0.6,19,0.21052631578947367,0.42105263157894735,0.3684210526315789,0.631578947368421,0,0.0,,2026,2026
jeremy elyzee,15,7,9,9,13,2,1,10,1,3,1,3,Jeremy Elyzee,Southeastern Louisiana,G,So,12,6,18,0.6666666666666666,0.5,22,0.6818181818181818,0.6,22,0.4090909090909091,0.2222222222222222,44,0.5454545454545454,0.4583333333333333,11,0.09090909090909091,1.0,0.48,55,0.4,0.4,0.2,0.8,4,0.07272727272727272,0.75,2026,2026
jeremy fears jr.,7,3,2,12,15,2,8,9,7,0,0,0,Jeremy Fears Jr.,Michigan St.,G,Jr,7,3,10,0.7,0.2857142857142857,10,0.7,0.2857142857142857,27,0.4444444444444444,0.16666666666666666,37,0.5135135135135135,0.21052631578947367,17,0.47058823529411764,0.875,0.4074074074074074,54,0.18518518518518517,0.5,0.3148148148148148,0.6851851851851852,0,0.0,,2026,2026
jermaine ballisager webb,11,6,8,2,5,2,1,5,1,3,0,3,Jermaine Ballisager Webb,Portland,F,Sr,8,6,14,0.5714285714285714,0.625,17,0.6470588235294118,0.7272727272727273,7,0.2857142857142857,1.0,24,0.5416666666666666,0.7692307692307693,6,0.16666666666666666,1.0,0.7857142857142857,30,0.5666666666666667,0.23333333333333334,0.2,0.8,3,0.1,1.0,2026,2026
