PLAYER_ID,PLAYER_NAME,SEASON,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,BENCH_PRESS,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,MODIFIED_LANE_AGILITY_TIME
1629641,Romeo Langford,2019,SG,76.5,6' 4.5'',78.0,6' 6'',,83.0,6' 11'',103.0,8' 7'',,9.0,9.0,,,,,,
1629664,Dedric Lawson,2019,PF,79.0,6' 7'',80.5,6' 8.5'',233,86.25,7' 2.25'',107.5,8' 11.5'',8.9,9.75,9.75,10,23.5,26.0,11.8,3.6,3.54
1629665,Jalen Lecque,2019,PG,74.5,6' 2.5'',76.25,6' 4.25'',185.2,80.5,6' 8.5'',98.5,8' 2.5'',4.0,8.75,8.5,1,35.0,43.0,11.09,3.29,3.3
1629642,Nassir Little,2019,SF,76.5,6' 4.5'',78.0,6' 6'',224.2,85.25,7' 1.25'',104.5,8' 8.5'',5.9,8.75,10.0,5,31.0,38.5,12.15,3.24,3.1
1629611,Terance Mann,2019,SG-SF,76.75,6' 4.75'',78.5,6' 6.5'',204.6,79.75,6' 7.75'',101.0,8' 5'',4.0,9.5,9.25,6,32.5,38.5,11.51,3.3,3.14
1629666,Charles Matthews,2019,SG,77.0,6' 5'',78.25,6' 6.25'',194.8,81.5,6' 9.5'',103.0,8' 7'',3.8,8.5,8.75,9,29.5,37.5,11.26,3.38,3.24
1629667,Jalen McDaniels,2019,SF,80.25,6' 8.25'',81.75,6' 9.75'',191.6,84.25,7' 0.25'',105.5,8' 9.5'',5.7,9.0,10.0,0,29.5,33.5,11.54,3.32,3.23
1629630,Ja Morant,2019,PG,,,,,,,,,,,,,,,,,,
1629668,Zach Norvell Jr.,2019,SG,76.5,6' 4.5'',77.5,6' 5.5'',206.4,78.0,6' 6'',101.0,8' 5'',7.5,8.5,9.5,,24.0,30.0,11.6,3.43,3.34
1629669,Jaylen Nowell,2019,SG,75.25,6' 3.25'',76.25,6' 4.25'',202.4,79.25,6' 7.25'',98.0,8' 2'',6.1,8.25,8.5,2,32.0,38.5,10.76,3.23,3.13
1629670,Jordan Nwora,2020,SF-PF,77.75,6'5.75'',79.0,6'7.00'',223,82.25,6'10.25'',104.0,8'8.00'',11.68,8.5,9.25,,29.0,35.0,11.29,3.43,2.66
1629643,Chuma Okeke,2019,,,,,,,,,,,,,,,,,,,
1629644,KZ Okpala,2019,SF,79.25,6' 7.25'',81.5,6' 9.5'',209.6,85.75,7' 1.75'',106.5,8' 10.5'',4.6,9.25,9.25,9,30.5,37.0,10.88,3.38,3.13
1629671,Miye Oni,2019,SG,76.25,6' 4.25'',77.75,6' 5.75'',205.6,82.75,6' 10.75'',100.5,8' 4.5'',4.9,9.0,10.0,19,30.5,38.5,11.71,3.17,3.12
1629672,Eric Paschall,2019,SF,78.0,6' 6'',79.25,6' 7.25'',254.4,87.75,6' 11.75'',103.5,8' 7.5'',6.3,9.0,9.5,18,33.0,38.0,11.63,3.3,3.26
1629617,Reggie Perry,2020,PF-C,80.25,6'8.25'',81.2,6'9.25'',249.6,84.25,7'0.25'',106.5,8'10.50'',8.4,9.25,11.0,,30.0,33.5,11.26,3.25,2.57
1629044,Shamorie Ponds,2019,PG,71.5,5' 11.5'',72.5,6' 0.5'',180,75.5,6' 3.5'',96.5,8' 0.5'',9.8,7.75,8.0,0,29.0,37.0,11.01,3.2,3.07
1629673,Jordan Poole,2019,SG,75.5,6' 3.5'',77.5,6' 5.5'',190.8,78.75,6' 6.75'',99.5,8' 3.5'',7.5,8.25,8.5,,28.0,35.5,10.59,3.27,3.14
1629645,Kevin Porter Jr.,2019,SG,76.0,6' 4'',77.5,6' 5.5'',212.6,81.0,6' 9'',103.0,8' 7'',5.1,8.75,8.75,2,27.0,34.0,10.82,3.14,3.03
1629674,Neemias Queta,2021,C,83.25,6'11.25'',84.5,7'0.5'',248.40,88.0,7'4.0'',112.5,9'4.5'',7.6,9.25,10.5,,27.0,33.0,11.85,3.29,3.5
1629629,Cameron Reddish,2019,SF,78.5,6' 6.5'',80.0,6' 8'',207.8,84.5,7' 0.5'',105.5,8' 9.5'',4.7,9.0,9.0,,,,,,
1629675,Naz Reid,2019,PF,80.25,6' 8.75'',81.5,6' 9.5'',255.8,87.25,7' 3.25'',109.0,9' 1'',14.0,9.5,9.25,3,26.0,32.5,12.03,3.42,3.76
1629676,Isaiah Roby,2019,PF,79.25,6' 7.25'',80.5,6' 8.5'',214,85.0,7' 1'',106.0,8' 10'',3.9,9.0,10.5,9,32.5,35.5,10.63,3.25,3.05
1629677,Luka Samanic,2019,PF,81.5,6' 9.5'',83.0,6' 11'',227.2,82.5,6' 10.5'',107.0,8' 11'',5.6,8.5,9.0,7,27.0,38.0,11.01,3.27,3.03
1629678,Admiral Schofield,2019,SF,76.0,6' 4'',77.25,6' 5.25'',240.6,81.75,6' 9.75'',102.5,8' 6.5'',6.8,8.75,9.0,15,30.0,34.0,10.77,3.37,2.87
1629621,Marial Shayok,2019,SF-PF,76.5,6' 4.5'',77.5,6' 5.5'',196.8,84.25,7' 0.25'',103.5,8' 7.5'',4.7,8.75,9.25,9,29.5,36.5,11.16,3.37,3.04
1629679,Simisola Shittu,2019,PF,80.5,6' 8.5'',81.5,6' 9.5'',227.2,85.25,7' 1.25'',106.0,8' 10'',6.2,8.75,8.5,11,27.0,35.5,11.85,3.3,3.24
1629681,Killian Tillie,2020,PF,80.75,6'8.75'',82.0,6'10.00'',221.6,80.0,6'8.00'',106.0,8'10.00'',12.43,8.25,9.25,,27.5,32.0,11.6,3.4,2.62
1629682,Tremont Waters,2019,PG,69.5,5' 9.5'',70.75,5' 10.75'',172.4,74.25,6' 2.25'',93.5,7' 9.5'',6.6,8.0,9.75,5,30.5,40.5,10.76,3.07,3.11
1629683,Quinndary Weatherspoon,2019,SG,75.0,6' 3'',76.25,6' 4.25'',206.6,81.0,6' 9'',100.0,8' 4'',6.1,8.5,9.0,,31.0,38.0,11.57,3.16,3.15
1629632,Coby White,2019,PG,75.5,6' 3.5'',76.75,6' 4.75'',191.4,77.0,6' 5'',97.5,8' 1.5'',4.3,7.75,9.0,,,,,,
1629684,Grant Williams,2019,PF,77.75,6' 5.75'',79.5,6' 7.5'',240.2,81.75,6' 9.75'',104.5,8' 8.5'',5.4,9.0,10.5,20,26.0,31.5,10.83,3.33,3.27
1629627,Zion Williamson,2019,PF,,,,,,,,,,,,,,,,,,
1629685,Dylan Windler,2019,SF,78.25,6' 6.25'',79.5,6' 7.5'',195.8,82.0,6' 10'',104.5,8' 8.5'',4.6,8.25,9.5,8,29.0,37.5,10.7,3.3,2.94
1630173,Precious Achiuwa,2020,PF,79.5,6'7.50'',80.7,6'8.75'',234,84.75,7'0.75'',108.5,9'0.50'',6.7,9.0,10.0,,,,,,
1630234,Ty-Shon Alexander,2020,SG,74.0,6'2.00'',76.0,6'4.00'',200.8,80.0,6'8.00'',100.0,8'4.00'',12.3,8.75,8.75,,28.0,33.0,11.33,3.26,2.47
1630189,Tyler Bey,2020,PF,78.0,6'6.00'',79.0,6'7.00'',212.8,85.25,7'1.25'',105.5,8'9.50'',5.0,8.5,9.0,,37.0,43.5,11.35,3.17,2.75
1630213,Yoeli Childs,2020,PF,78.0,6'6.00'',79.0,6'7.00'',226.4,83.5,6'11.50'',106.0,8'10.00'',8.2,8.75,10.0,,34.0,38.5,10.87,3.22,2.42
1629603,Mamadi Diakite,2020,PF,80.5,6'8.50'',82.2,6'10.25'',222.1,87.75,7'3.75'',107.0,8'11.00'',7.83,9.0,10.25,,28.0,37.0,11.95,3.16,2.71
1630220,Paul Eboua,2020,SF-PF,78.0,6'6.00'',79.5,6'7.50'',222.2,87.5,7'3.50'',108.0,9'0.00'',3.8,9.0,10.25,,33.0,35.5,10.79,3.19,2.44
1629604,CJ Elleby,2020,SG-SF,77.5,6'5.50'',78.2,6'6.25'',198.6,79.25,6'7.25'',100.5,8'4.50'',4.2,8.75,10.0,,30.5,36.5,11.25,3.25,2.63
1630235,Trent Forrest,2020,PG,75.5,6'3.50'',76.7,6'4.75'',203,79.5,6'7.50'',102.5,8'6.50'',5.65,9.0,9.75,,28.0,34.5,11.04,3.18,2.5
1630182,Josh Green,2020,SG-SF,76.5,6'4.50'',77.5,6'5.50'',214,81.75,6'9.75'',101.5,8'5.50'',6.8,8.0,8.75,,30.5,39.5,10.64,3.12,2.28
1630204,Ashton Hagans,2020,PG,73.5,6'1.50'',74.5,6'2.50'',193,80.0,6'8.00'',99.5,8'3.50'',4.1,9.0,9.0,,29.5,36.5,10.82,3.13,2.5
1630221,Joshua Hall,2020,SF,78.0,6'6.00'',79.5,6'7.50'',196.6,83.0,6'11.00'',104.5,8'8.50'',7.6,8.75,9.5,,31.5,37.5,12.16,3.38,2.62
1630223,Jalen Harris,2020,SG,74.75,6'2.75'',76.2,6'4.25'',193.4,79.0,6'7.00'',97.5,8'1.50'',4.4,8.25,9.5,,37.5,42.5,10.59,3.11,2.49
1630210,Markus Howard,2020,PG,69.5,5'9.50'',71.0,5'11.00'',170.8,72.25,6'0.25'',91.5,7'7.50'',9.91,8.5,7.75,,30.5,35.5,11.21,3.11,3.17
1630190,Elijah Hughes,2020,SF-SG,76.75,6'4.75'',78.5,6'6.50'',229,79.5,6'7.50'',101.5,8'5.50'',10.2,8.5,8.75,,,,,,
1630198,Isaiah Joe,2020,SG,75.0,6'3.00'',76.5,6'4.50'',170.4,79.5,6'7.50'',101.0,8'5.00'',4.7,8.25,8.25,,,,,,
1630222,Mason Jones,2020,SG,75.75,6'3.75'',77.7,6'5.75'',207.2,79.0,6'7.00'',102.5,8'6.50'',8.9,8.75,8.5,,24.0,31.0,10.6,3.33,2.49
1630233,Nathan Knight,2020,PF-C,80.0,6'8.00'',81.7,6'9.75'',235,86.0,7'2.00'',109.5,9'1.50'',8.2,9.0,9.5,,23.0,31.5,11.56,3.31,2.96
1630177,Theo Maledon,2020,PG,76.0,6'4.00'',77.0,6'5.00'',187.4,80.75,6'8.75'',100.5,8'4.50'',2.8,8.5,10.0,,,,,,
1630211,Karim Mane,2020,PG-SG,77.0,6'5.00'',78.0,6'6.00'',196,83.0,6'11.00'',102.0,8'6.00'',3.73,8.5,9.75,,31.0,36.0,11.52,3.04,2.64
1630230,Naji Marshall,2020,SF,77.75,6'5.75'',79.0,6'7.00'',233.5,84.75,7'0.75'',102.5,8'6.50'',8.7,9.25,10.5,,28.5,35.0,11.77,3.37,2.9
1630231,Kenyon Martin Jr.,2020,SF-PF,78.0,6'6.00'',79.0,6'7.00'',213.2,79.25,6'7.25'',102.0,8'6.00'',5.9,8.5,8.75,,31.5,38.5,11.93,3.16,2.58
1630219,Skylar Mays,2020,SG,75.0,6'3.00'',76.0,6'4.00'',204,78.0,6'6.00'',99.0,8'3.00'',7.4,8.0,9.75,,29.0,37.5,10.65,3.3,2.4
1630192,Zeke Nnaji,2020,PF-C,81.25,6'9.25'',82.5,6'10.50'',246.8,86.0,7'2.00'',105.5,8'9.50'',5.9,9.0,10.5,,33.0,38.0,10.94,3.2,2.72
1629619,Myles Powell,2020,PG-SG,72.5,6'0.50'',73.5,6'1.50'',194,79.0,6'7.00'',99.0,8'3.00'',15.8,8.0,9.0,,,,,,
1630193,Immanuel Quickley,2020,SG,74.0,6'2.00'',75.0,6'3.00'',185.8,80.25,6'8.25'',99.0,8'3.00'',8.2,8.0,8.75,,29.5,35.5,11.21,3.17,2.46
1630186,Jahmi'us Ramsey,2020,SG,74.5,6'2.50'',75.7,6'3.75'',193.4,78.0,6'6.00'',100.5,8'4.50'',3.4,8.75,9.75,,,,,,
1630194,Paul Reed Jr.,2020,PF,80.5,6'8.50'',81.2,6'9.25'',219.2,86.0,7'2.00'',109.5,9'1.50'',6.83,9.0,8.75,,26.5,37.5,12.29,3.45,2.67
1630208,Nick Richards,2020,C,82.5,6'10.50'',83.5,6'11.50'',241.6,86.25,7'2.25'',110.0,9'2.00'',8.5,9.0,9.0,,30.0,34.0,11.42,3.25,2.92
1630203,Grant Riller,2020,PG-SG,72.25,6'0.25'',73.0,6'1.00'',178.4,77.25,6'5.25'',96.5,8'0.50'',5.4,8.0,8.5,,32.5,39.5,11.17,3.07,2.45
1630206,Jayden Scrubb,2020,SG-SF,77.0,6'5.00'',78.2,6'6.25'',185.2,81.5,6'9.50'',104.5,8'8.50'',3.7,8.25,9.75,,,,,,
1630188,Jalen Smith,2020,PF-C,81.25,6'9.25'',82.2,6'10.25'',224.6,86.25,7'2.25'',110.0,9'2.00'',3.7,9.25,9.25,,,,,,
1630199,Cassius Stanley,2020,SG,77.0,6'5.00'',78.2,6'6.25'',201.6,79.0,6'7.00'',99.5,8'3.50'',5.8,8.25,9.0,,34.5,44.0,11.4,3.09,2.43
1630205,Lamar Stevens,2020,SF-PF,77.75,6'5.75'',78.7,6'6.75'',228,81.0,6'9.00'',101.0,8'5.00'',6.8,8.5,9.75,,35.0,41.0,10.35,3.2,2.54
1630191,Isaiah Stewart,2020,C,79.25,6'7.25'',80.5,6'8.50'',243,88.75,7'4.75'',108.5,9'0.50'',7.5,9.0,10.5,,,,,,
1630179,Tyrell Terry,2020,PG,73.5,6'1.50'',75.0,6'3.00'',170,73.75,6'1.75'',96.0,8'0.00'',7.6,7.5,8.25,,30.0,34.0,10.78,3.28,2.59
1630214,Xavier Tillman Sr.,2020,PF-C,79.5,6'7.50'',80.5,6'8.50'',266.5,86.0,7'2.00'',106.0,8'10.00'',8.5,10.25,11.0,,26.0,32.5,11.8,3.49,3.01
1629700,Kaleb Wesson,2020,C,81.25,6'9.25'',82.2,6'10.25'',252.6,87.5,7'3.50'',111.5,9'3.50'',12.5,9.0,10.75,,21.5,27.0,11.73,3.6,2.64
1630232,Kahlil Whitney,2020,SF,77.5,6'5.50'',79.0,6'7.00'',205,84.25,7'0.25'',105.5,8'9.50'',5.3,9.25,10.25,,29.0,39.0,11.17,3.28,2.61
1630216,Cassius Winston,2020,PG,72.5,6'0.50'',73.5,6'1.50'',196,78.0,6'6.00'',97.0,8'1.00'',9.0,8.75,8.25,,24.0,28.0,11.15,3.61,2.74
1630218,Robert Woodard II,2020,SF,77.5,6'5.50'',79.0,6'7.00'',230.2,86.0,7'2.00'',105.5,8'9.50'',4.5,9.0,10.75,,32.0,38.0,11.1,3.18,2.49
1630546,Max Abmas,2021,PG,70.5,5'10.5'',71.75,5'11.75'',161.80,73.75,6'1.75'',94.0,7'10.0'',5.5,8.0,7.75,,28.5,32.5,10.9,3.12,3.49
1630534,Ochai Agbaji,2022,SG,76.5,6' 4.50'',77.75,6' 5.75'',216.80,82.25,6' 10.25'',104.0,8' 8.00'',5.4,8.75,9.5,,32.0,39.0,10.77,3.13,3.11
1630542,Marcus Bagley,2021,SF,78.0,6'6.0'',79.75,6'7.75'',216.80,83.0,6'11.0'',102.5,8'6.5'',7.5,8.75,8.5,,32.5,38.5,12.26,3.17,3.1
1630567,Scottie Barnes,2021,SF,79.0,6'7.0'',80.0,6'8.0'',225.40,86.75,7'2.75'',108.0,9'0.0'',5.3,9.25,10.25,,36.0,39.5,10.88,3.15,2.99
1630527,Brandon Boston Jr.,2021,SF,77.75,6'5.75'',79.0,6'7.0'',188.00,82.75,6'10.75'',104.0,8'8.0'',6.0,9.0,9.75,,,,,,
1630547,James Bouknight,2021,SG,75.5,6'3.5'',76.75,6'4.75'',190.00,80.25,6'8.25'',101.5,8'5.5'',5.5,8.75,9.0,,,,,,
1630535,Greg Brown III,2021,PF,79.25,6'7.25'',80.5,6'8.5'',206.40,84.25,7'0.25'',107.0,8'11.0'',5.5,9.0,9.75,,33.5,39.0,10.98,3.19,2.98
1630215,Jared Butler,2021,PG,74.25,6'2.25'',75.75,6'3.75'',193.00,76.0,6'4.0'',98.5,8'2.5'',5.1,8.5,8.25,,,,,,
1630551,Justin Champagnie,2021,PF,77.75,6'5.75'',78.75,6'6.75'',206.40,81.5,6'9.5'',104.0,8'8.0'',6.3,8.75,8.5,,27.0,35.0,11.94,3.34,3.14
1630577,Julian Champagnie,2022,SF,78.25,6' 6.25'',79.75,6' 7.75'',212.40,82.0,6' 10.00'',107.0,8' 11.00'',7.1,8.75,9.25,,28.5,34.5,11.39,3.14,3.04
1630528,Josh Christopher,2021,SG,75.25,6'3.25'',76.5,6'4.5'',214.80,81.25,6'9.25'',101.0,8'5.0'',5.8,8.75,8.5,,29.5,37.5,11.32,3.14,3.3
1630536,Sharife Cooper,2021,PG,,,,,,,,,,,,,,,,,,
1630595,Cade Cunningham,2021,PG,,,,,,,,,,,,,,,,,,
1630245,Ayo Dosunmu,2021,SG,75.5,6'3.5'',77.0,6'5.0'',194.40,82.25,6'10.25'',102.0,8'6.0'',4.9,8.5,8.75,,27.0,33.5,11.51,3.23,3.27
1630561,David Duke Jr.,2021,SG,76.25,6'4.25'',77.5,6'5.5'',203.60,80.75,6'8.75'',102.5,8'6.5'',5.9,8.5,9.0,,30.0,39.0,11.21,3.08,3.19
1630556,Kessler Edwards,2021,PF,79.0,6'7.0'',80.0,6'8.0'',203.00,83.25,6'11.25'',106.0,8'10.0'',4.3,8.5,8.25,,28.0,37.0,11.3,3.25,3.38
1630568,Luka Garza,2021,C,82.0,6'10.0'',83.25,6'11.25'',242.80,85.5,7'1.5'',107.5,8'11.5'',11.7,9.0,9.25,,24.0,29.5,11.9,3.51,3.38
1630564,RaiQuan Gray,2021,PF,78.5,6'6.5'',79.75,6'7.75'',268.60,82.75,6'10.75'',105.0,8'9.0'',17.3,9.25,9.0,,26.5,31.5,11.69,3.25,3.3
1630224,Jalen Green,2021,SG,,,,,,,,,,,,,,,,,,
1630573,Sam Hauser,2021,SF,78.75,6'6.75'',80.0,6'8.0'',217.40,81.25,6'9.25'',102.0,8'6.0'',7.9,8.25,9.0,,28.5,34.5,11.14,3.34,3.07
1630565,Aaron Henry,2021,SF,76.5,6'4.5'',78.0,6'6.0'',209.60,82.75,6'10.75'',103.5,8'7.5'',5.6,8.5,9.25,,29.0,35.0,11.68,3.07,3.18
1630574,Ariel Hukporti,2024,C,82.75,6' 10.75'',,,246.20,86.5,7' 2.50'',111.0,9' 3.00'',,9.25,10.25,,,,,,
1630562,Matt Hurt,2021,PF,80.5,6'8.5'',81.5,6'9.5'',232.40,81.5,6'9.5'',106.5,8'10.5'',15.2,9.0,9.0,,25.5,32.5,11.44,3.34,3.25
1630538,Nah'Shon Hyland,2021,SG,74.0,6'2.0'',75.5,6'3.5'',169.00,81.25,6'9.25'',101.5,8'5.5'',5.8,8.75,9.0,,26.5,34.0,10.53,3.1,3.17
1630543,Isaiah Jackson,2021,C,,,,,,,,,,,,,,,,,,
1630525,David Johnson,2021,SG,75.25,6'3.25'',76.75,6'4.75'',202.80,82.5,6'10.5'',104.0,8'8.0'',7.5,8.25,8.5,,33.0,39.0,12.02,3.03,3.2
1630552,Jalen Johnson,2021,PF,79.75,6'7.75'',81.25,6'9.25'',209.60,84.25,7'0.25'',106.0,8'10.0'',4.5,9.75,10.5,,,,,,
1630553,Keon Johnson,2021,SG,75.5,6'3.5'',76.75,6'4.75'',184.80,79.25,6'7.25'',97.0,8'1.0'',4.4,8.5,9.0,,41.5,48.0,11.45,3.0,3.2
1630529,Herbert Jones,2021,SF,78.0,6'6.0'',79.25,6'7.25'',206.40,84.25,7'0.25'',106.0,8'10.0'',5.8,8.5,9.0,,28.5,36.5,11.02,3.25,3.17
1630539,Kai Jones,2021,PF,82.0,6'10.0'',83.5,6'11.5'',221.40,85.75,7'1.75'',110.5,9'2.5'',4.7,9.0,9.5,,,,,,
1630637,Carlik Jones,2021,PG,72.0,6'0.0'',73.0,6'1.0'',173.60,77.0,6'5.0'',97.5,8'1.5'',4.5,8.25,9.0,,31.5,36.0,10.96,3.16,3.23
1630548,Johnny Juzang,2022,SG,77.25,6' 5.25'',78.5,6' 6.50'',208.60,83.0,6' 11.00'',102.5,8' 6.50'',7.5,8.5,9.5,,27.5,32.5,11.03,3.29,3.17
1630557,Corey Kispert,2021,SF,78.0,6'6.0'',79.25,6'7.25'',223.80,79.0,6'7.0'',102.0,8'6.0'',6.8,8.75,10.0,,30.0,37.5,10.91,3.12,2.99
1630228,Jonathan Kuminga,2021,SF,,,,,,,,,,,,,,,,,,
1630639,AJ Lawson,2021,SG-SF,77.5,6'5.5'',78.75,6'6.75'',179.20,78.75,6'6.75'',99.5,8'3.5'',4.4,8.5,9.25,,33.0,41.0,11.0,2.98,3.01
1630575,Scottie Lewis,2021,SF,76.0,6'4.0'',77.25,6'5.25'',187.60,84.0,7'0.0'',101.5,8'5.5'',4.7,8.75,9.75,,34.0,42.0,10.45,2.98,3.03
1630587,Isaiah Livers,2021,SF,77.75,6'5.75'',79.25,6'7.25'',231.80,81.25,6'9.25'',104.5,8'8.5'',9.4,9.0,9.5,,,,,,
1630588,Makur Maker,2021,C,82.25,6'10.25'',83.25,6'11.25'',232.20,85.75,7'1.75'',112.0,9'4.0'',14.5,8.75,9.5,,25.5,31.0,11.87,3.34,3.28
1630572,Sandro Mamukelashvili,2021,C,81.0,6'9.0'',82.0,6'10.0'',239.80,85.25,7'1.25'',106.5,8'10.5'',7.8,9.0,9.5,,30.5,36.5,11.63,3.21,3.3
1630544,Tre Mann,2021,PG,75.25,6'3.25'',76.25,6'4.25'',177.60,76.0,6'4.0'',98.5,8'2.5'',4.1,8.0,9.0,,,,,,
1630571,Matthew Mayer,2022,SF,80.0,6' 8.00'',81.25,6' 9.25'',216.40,82.5,6' 10.50'',105.0,8' 9.00'',11.1,9.0,10.25,,25.5,31.5,10.74,3.39,
1630540,Miles McBride,2021,PG,73.0,6'1.0'',74.5,6'2.5'',195.20,80.75,6'8.75'',99.5,8'3.5'',6.0,9.0,9.5,,31.0,38.5,11.08,3.1,3.13
1630558,Davion Mitchell,2021,PG,72.0,6'0.0'',73.25,6'1.25'',202.40,76.25,6'4.25'',96.5,8'0.5'',6.2,8.25,8.75,,,,,,
1630596,Evan Mobley,2021,PF,,,,,,,,,,,,,,,,,,
1630600,Isaiah Mobley,2021,PF,80.0,6'8.0'',81.75,6'9.75'',238.00,87.0,7'3.0'',107.5,8'11.5'',12.9,9.0,10.0,,26.5,32.0,12.7,3.3,3.5
1630541,Moses Moody,2021,SG,76.5,6'4.5'',78.0,6'6.0'',210.60,84.75,7'0.75'',105.0,8'9.0'',6.8,9.0,10.0,,,,,,
1630530,Trey Murphy III,2021,SF,79.5,6'7.5'',81.25,6'9.25'',206.00,84.0,7'0.0'',105.5,8'9.5'',8.1,8.5,9.0,,34.0,38.0,11.65,3.14,3.32
1630227,Daishen Nix,2021,PG,75.0,6'3.0'',76.25,6'4.25'',225.60,78.75,6'6.75'',100.0,8'4.0'',11.8,8.5,9.0,,29.5,36.5,11.72,3.0,3.18
1630566,John Petty Jr.,2021,SG,76.5,6'4.5'',77.75,6'5.75'',186.20,81.5,6'9.5'',103.5,8'7.5'',5.6,8.5,9.0,,27.5,34.0,11.51,3.35,3.17
1630582,Yves Pons,2021,PF,77.5,6'5.5'',78.75,6'6.75'',206.40,84.75,7'0.75'',104.0,8'8.0'',4.0,9.0,9.25,,36.0,42.5,10.89,3.1,3.05
1630554,Jason Preston,2021,PG,75.0,6'3.0'',76.0,6'4.0'',180.60,80.5,6'8.5'',100.5,8'4.5'',5.45,8.5,9.25,,30.5,38.5,10.82,3.13,3.08
1630563,Joshua Primo,2021,SG,76.0,6'4.0'',77.0,6'5.0'',189.00,81.25,6'9.25'',102.5,8'6.5'',6.3,9.0,10.0,,30.5,37.5,10.97,3.22,3.36
1630576,Roko Prkacin,2021,PF,79.5,6'7.5'',81.25,6'9.25'',225.40,83.0,6'11.0'',107.0,8'11.0'',7.0,8.75,9.25,,,,,,
1630559,Austin Reaves,2021,SG,76.5,6'4.5'',77.75,6'5.75'',197.20,78.25,6'6.25'',101.0,8'5.0'',11.0,8.0,8.25,,25.0,35.0,10.94,3.07,3.19
1630526,Jeremiah Robinson-Earl,2021,PF,79.75,6'7.75'',81.0,6'9.0'',242.40,81.75,6'9.75'',105.5,8'9.5'',8.9,9.0,9.75,,27.0,32.0,11.64,3.29,3.15
1630545,Terrence Shannon Jr.,2024,SF,77.75,6' 5.75'',,,219.40,80.75,6' 8.75'',100.0,8' 4.00'',,8.75,8.5,,,,,,
1630549,Day'Ron Sharpe,2021,C,,,,,,,,,,,,,,,,,,
1630579,Jericho Sims,2021,C,81.0,6'9.0'',82.0,6'10.0'',250.20,87.25,7'3.25'',106.0,8'10.0'',5.5,9.0,9.75,,37.0,44.5,11.59,3.05,3.38
1630531,Jaden Springer,2021,SG,75.0,6'3.0'',76.25,6'4.25'',202.00,79.75,6'7.75'',99.0,8'3.0'',6.3,8.5,9.75,,34.5,41.5,11.46,3.13,3.1
1630569,DJ Steward,2021,PG,72.75,6'0.75'',73.75,6'1.75'',162.20,79.0,6'7.0'',98.5,8'2.5'',5.0,8.5,9.0,,34.5,38.5,11.14,3.08,3.1
1630560,Cam Thomas,2021,SG,,,,,,,,,,,,,,,,,,
1630550,JT Thor,2021,PF,80.5,6'8.5'',81.25,6'9.25'',203.00,87.25,7'3.25'',110.0,9'2.0'',6.1,9.25,9.5,,31.5,35.0,12.19,3.06,3.08
1630225,Isaiah Todd,2021,PF,80.75,6'8.75'',82.0,6'10.0'',219.00,85.25,7'1.25'',107.5,8'11.5'',6.2,9.0,9.75,,28.5,35.5,11.38,3.31,3.25
1630613,Duane Washington Jr.,2021,SG,74.25,6'2.25'',75.75,6'3.75'',196.80,79.75,6'7.75'',101.0,8'5.0'',5.1,8.25,8.75,,29.5,35.5,11.5,3.17,3.06
1630570,Trendon Watford,2021,PF,79.5,6'7.5'',80.75,6'8.75'',237.40,86.25,7'2.25'',105.0,8'9.0'',10.1,9.5,9.5,,28.0,35.0,11.69,3.27,3.23
1630580,Joe Wieskamp,2021,SF,77.75,6'5.75'',79.25,6'7.25'',204.80,83.0,6'11.0'',103.0,8'7.0'',4.1,8.5,9.25,,30.0,42.0,10.7,3.04,3.18
1630598,Aaron Wiggins,2021,SG-SF,76.5,6'4.5'',77.0,6'5.0'',190.00,81.75,6'9.75'',103.0,8'7.0'',5.0,8.75,8.5,,29.5,36.0,11.2,3.04,3.0
1630533,Ziaire Williams,2021,SF,80.25,6'8.25'',81.75,6'9.75'',188.40,82.25,6'10.25'',106.5,8'10.5'',4.4,9.0,8.75,,34.0,39.5,10.69,3.12,3.04
1630589,Moses Wright,2021,PF,79.75,6'7.75'',81.0,6'9.0'',225.80,84.75,7'0.75'',107.0,8'11.0'',5.6,9.0,9.5,,31.5,38.0,11.2,3.15,3.42
1630593,McKinley Wright IV,2021,PG,71.25,5'11.25'',72.25,6'0.25'',192.20,77.25,6'5.25'',94.0,7'10.0'',6.7,8.5,9.0,,31.5,38.0,10.76,3.08,3.12
1630681,Marcus Zegarowski,2021,PG,72.75,6'0.75'',74.0,6'2.0'',180.80,74.75,6'2.75'',96.0,8'0.0'',7.2,8.0,9.5,,30.0,35.5,11.47,3.11,3.26
1631116,Patrick Baldwin Jr.,2022,SF,81.25,6' 9.25'',82.25,6' 10.25'',230.80,85.75,7' 1.75'',110.5,9' 2.50'',8.9,8.75,9.5,,23.5,26.5,12.25,3.45,3.3
1631094,Paolo Banchero,2022,PF,,,,,,,,,,,,,,,,,,
