Player,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,player_lower
Jon Leuer,94,40,51,203,226,68,72,120,67,30,1,24,64,39,103,0.6213592233009708,0.421875,134,0.7014925373134329,0.5425531914893617,429,0.4731934731934732,0.33497536945812806,563,0.5275310834813499,0.4006734006734007,192,0.375,0.9305555555555556,0.5040650406504065,755,0.17748344370860927,0.5682119205298013,0.2543046357615894,0.7456953642384105,jon leuer
Jon Teske,199,90,144,89,133,54,39,105,39,67,3,61,132,87,219,0.6027397260273972,0.6287878787878788,289,0.6885813148788927,0.7236180904522613,222,0.4009009009009009,0.6067415730337079,511,0.5636007827788649,0.6875,144,0.2708333333333333,1.0,0.7247706422018348,655,0.44122137404580153,0.33893129770992364,0.2198473282442748,0.7801526717557252,jon teske
Jonah Bolden,25,16,16,17,29,12,9,27,9,4,0,3,21,16,37,0.5675675675675675,0.6190476190476191,41,0.6097560975609756,0.64,46,0.3695652173913043,0.7058823529411765,87,0.4827586206896552,0.6666666666666666,36,0.25,1.0,0.7254901960784313,123,0.3333333333333333,0.37398373983739835,0.2926829268292683,0.7073170731707317,jonah bolden
Jonathan Gibson,34,36,10,46,49,9,102,145,77,4,0,3,30,36,66,0.45454545454545453,0.23333333333333334,70,0.4857142857142857,0.29411764705882354,95,0.4842105263157895,0.1956521739130435,165,0.48484848484848486,0.2375,247,0.41295546558704455,0.7549019607843137,0.5274725274725275,412,0.16990291262135923,0.23058252427184467,0.5995145631067961,0.40048543689320387,jonathan gibson
Jonathan Isaac,73,34,33,26,34,9,31,58,21,34,5,19,39,29,68,0.5735294117647058,0.358974358974359,107,0.6822429906542056,0.4520547945205479,60,0.43333333333333335,0.34615384615384615,167,0.592814371257485,0.42424242424242425,89,0.34831460674157305,0.6774193548387096,0.4846153846153846,256,0.41796875,0.234375,0.34765625,0.65234375,jonathan isaac
Jonathan Mogbo,262,96,155,34,93,10,0,2,0,122,8,86,140,88,228,0.6140350877192983,0.4928571428571429,358,0.7318435754189944,0.5916030534351145,127,0.2677165354330709,0.29411764705882354,485,0.6103092783505155,0.5574324324324325,2,0.0,,0.5574324324324325,487,0.7351129363449692,0.26078028747433263,0.004106776180698152,0.9958932238193019,jonathan mogbo
Jonathon Simmons,68,25,21,48,68,17,31,50,25,10,3,8,58,22,80,0.725,0.22413793103448276,93,0.7311827956989247,0.3088235294117647,116,0.41379310344827586,0.3541666666666667,209,0.5550239234449761,0.3275862068965517,81,0.38271604938271603,0.8064516129032258,0.42857142857142855,290,0.32068965517241377,0.4,0.2793103448275862,0.7206896551724138,jonathon simmons
Jontay Porter,31,22,10,29,38,8,40,69,37,3,0,2,28,22,50,0.56,0.2857142857142857,53,0.5849056603773585,0.3225806451612903,67,0.43283582089552236,0.27586206896551724,120,0.5,0.3,109,0.3669724770642202,0.925,0.55,229,0.2314410480349345,0.2925764192139738,0.4759825327510917,0.5240174672489083,jontay porter
Jordan Adams,147,57,74,128,174,78,98,196,93,0,0,0,147,57,204,0.7205882352941176,0.5034013605442177,204,0.7205882352941176,0.5034013605442177,302,0.423841059602649,0.609375,506,0.5434782608695652,0.5527272727272727,294,0.3333333333333333,0.9489795918367347,0.6568364611260054,800,0.255,0.3775,0.3675,0.6325,jordan adams
Jordan Bell,421,190,237,115,199,40,54,177,47,112,20,88,309,170,479,0.6450939457202505,0.48220064724919093,611,0.6890343698854338,0.5629453681710214,314,0.3662420382165605,0.34782608695652173,925,0.5794594594594594,0.5167910447761194,231,0.23376623376623376,0.8703703703703703,0.5491525423728814,1156,0.5285467128027682,0.27162629757785467,0.19982698961937717,0.8001730103806228,jordan bell
Jordan Bone,109,92,15,131,198,19,91,165,69,7,0,5,102,92,194,0.5257731958762887,0.09803921568627451,201,0.5422885572139303,0.13761467889908258,329,0.3981762917933131,0.1450381679389313,530,0.4528301886792453,0.14166666666666666,256,0.35546875,0.7582417582417582,0.311178247734139,786,0.25572519083969464,0.41857506361323155,0.3256997455470738,0.6743002544529262,jordan bone
Jordan Clarkson,226,136,33,152,268,12,95,200,63,16,1,5,210,135,345,0.6086956521739131,0.13333333333333333,362,0.6243093922651933,0.14601769911504425,420,0.3619047619047619,0.07894736842105263,782,0.4833759590792839,0.11904761904761904,295,0.3220338983050847,0.6631578947368421,0.22832980972515857,1077,0.3361188486536676,0.38997214484679665,0.27390900649953576,0.7260909935004642,jordan clarkson
Jordan Crawford,228,204,60,98,196,20,177,335,123,22,1,11,206,203,409,0.5036674816625917,0.23786407766990292,432,0.5277777777777778,0.2631578947368421,294,0.3333333333333333,0.20408163265306123,726,0.4490358126721763,0.24539877300613497,512,0.345703125,0.6949152542372882,0.40357852882703776,1238,0.34894991922455576,0.23747980613893377,0.4135702746365105,0.5864297253634895,jordan crawford
Jordan Ford,321,243,58,155,175,16,212,302,114,0,0,0,321,243,564,0.5691489361702128,0.1806853582554517,564,0.5691489361702128,0.1806853582554517,330,0.4696969696969697,0.1032258064516129,894,0.5324384787472036,0.15546218487394958,514,0.41245136186770426,0.5377358490566038,0.27325581395348836,1408,0.4005681818181818,0.234375,0.3650568181818182,0.6349431818181818,jordan ford
Jordan Goodwin,354,246,107,105,266,25,85,227,62,26,7,12,328,239,567,0.5784832451499118,0.2896341463414634,600,0.59,0.3022598870056497,371,0.2830188679245283,0.23809523809523808,971,0.4727085478887745,0.2875816993464052,312,0.2724358974358974,0.7294117647058823,0.35661764705882354,1283,0.4676539360872954,0.289166017147311,0.24318004676539362,0.7568199532346064,jordan goodwin
Jordan Hall,51,49,9,75,127,11,101,181,54,2,1,1,49,48,97,0.5051546391752577,0.16326530612244897,100,0.51,0.17647058823529413,202,0.3712871287128713,0.14666666666666667,302,0.41721854304635764,0.15873015873015872,282,0.35815602836879434,0.5346534653465347,0.32599118942731276,584,0.17123287671232876,0.3458904109589041,0.4828767123287671,0.5171232876712328,jordan hall
Jordan Hamilton,162,75,68,129,229,35,201,363,178,22,2,15,140,73,213,0.6572769953051644,0.37857142857142856,237,0.6835443037974683,0.41975308641975306,358,0.36033519553072624,0.2713178294573643,595,0.4890756302521008,0.3539518900343643,564,0.35638297872340424,0.8855721393034826,0.5711382113821138,1159,0.20448662640207074,0.3088869715271786,0.48662640207075064,0.5133735979292493,jordan hamilton
Jordan Hawkins,64,60,24,31,67,7,136,226,123,12,5,8,52,55,107,0.48598130841121495,0.3076923076923077,124,0.5161290322580645,0.375,98,0.3163265306122449,0.22580645161290322,222,0.42792792792792794,0.3263157894736842,362,0.3756906077348066,0.9044117647058824,0.6666666666666666,584,0.21232876712328766,0.1678082191780822,0.6198630136986302,0.3801369863013699,jordan hawkins
Jordan McLaughlin,254,207,51,133,221,12,185,303,121,15,5,7,239,202,441,0.5419501133786848,0.18410041841004185,461,0.5509761388286334,0.20078740157480315,354,0.3757062146892655,0.09022556390977443,815,0.47484662576687114,0.16279069767441862,488,0.3790983606557377,0.654054054054054,0.32167832167832167,1303,0.3537989255564083,0.27168073676132004,0.37452033768227166,0.6254796623177283,jordan mclaughlin
Jordan McRae,192,94,71,123,265,28,172,338,138,41,6,26,151,88,239,0.6317991631799164,0.2980132450331126,286,0.6713286713286714,0.3697916666666667,388,0.3170103092783505,0.22764227642276422,674,0.46735905044510384,0.3142857142857143,510,0.33725490196078434,0.8023255813953488,0.486652977412731,1184,0.24155405405405406,0.3277027027027027,0.43074324324324326,0.5692567567567568,jordan mcrae
Jordan Mickey,217,107,117,145,217,81,1,13,1,61,5,48,156,102,258,0.6046511627906976,0.4423076923076923,324,0.6697530864197531,0.5391705069124424,362,0.4005524861878453,0.5586206896551724,686,0.5276967930029155,0.5469613259668509,14,0.07142857142857142,1.0,0.5482093663911846,700,0.46285714285714286,0.5171428571428571,0.02,0.98,jordan mickey
Jordan Miller,491,231,221,215,343,73,203,394,190,55,3,41,436,228,664,0.6566265060240963,0.41284403669724773,722,0.6800554016620498,0.45010183299389,558,0.38530465949820786,0.3395348837209302,1280,0.5515625,0.4164305949008499,597,0.34003350083752093,0.9359605911330049,0.5324532453245324,1877,0.3846563665423548,0.2972828982418753,0.31806073521576983,0.6819392647842302,jordan miller
Jordan Nwora,167,103,74,97,171,26,178,276,154,56,11,40,111,92,203,0.5467980295566502,0.3063063063063063,270,0.6185185185185185,0.4431137724550898,268,0.3619402985074627,0.26804123711340205,538,0.49070631970260226,0.3787878787878788,454,0.3920704845814978,0.8651685393258427,0.5746606334841629,992,0.2721774193548387,0.2701612903225806,0.4576612903225806,0.5423387096774194,jordan nwora
Jordan Poole,90,36,37,30,75,2,113,195,81,11,0,8,79,36,115,0.6869565217391305,0.3670886075949367,126,0.7142857142857143,0.4111111111111111,105,0.2857142857142857,0.06666666666666667,231,0.5194805194805194,0.325,308,0.36688311688311687,0.7168141592920354,0.5150214592274678,539,0.23376623376623376,0.19480519480519481,0.5714285714285714,0.42857142857142855,jordan poole
Jordan Schakel,49,30,16,49,78,21,211,288,196,1,1,0,48,29,77,0.6233766233766234,0.3333333333333333,79,0.620253164556962,0.32653061224489793,127,0.3858267716535433,0.42857142857142855,206,0.47572815533980584,0.37755102040816324,499,0.4228456913827655,0.9289099526066351,0.7540453074433657,705,0.11205673758865248,0.18014184397163122,0.7078014184397163,0.29219858156028367,jordan schakel
Jordan Sibert,124,51,47,58,113,10,184,322,174,26,0,17,98,51,149,0.6577181208053692,0.30612244897959184,175,0.7085714285714285,0.3790322580645161,171,0.3391812865497076,0.1724137931034483,346,0.5260115606936416,0.3131868131868132,506,0.36363636363636365,0.9456521739130435,0.6311475409836066,852,0.20539906103286384,0.2007042253521127,0.5938967136150235,0.4061032863849765,jordan sibert
Jordan Walsh,56,34,24,18,36,8,20,52,19,17,5,12,39,29,68,0.5735294117647058,0.3076923076923077,90,0.6222222222222222,0.42857142857142855,54,0.3333333333333333,0.4444444444444444,144,0.5138888888888888,0.43243243243243246,72,0.2777777777777778,0.95,0.5425531914893617,216,0.4166666666666667,0.25,0.3333333333333333,0.6666666666666666,jordan walsh
Jordan Williams,500,287,263,179,409,85,147,352,126,108,11,81,392,276,668,0.5868263473053892,0.4642857142857143,787,0.6353240152477764,0.526,588,0.304421768707483,0.4748603351955307,1375,0.4938181818181818,0.5125184094256259,499,0.29458917835671344,0.8571428571428571,0.5738498789346247,1874,0.419957310565635,0.3137673425827108,0.2662753468516542,0.7337246531483458,jordan williams
Jorge Gutierrez,159,96,65,117,231,62,77,147,72,7,0,2,152,96,248,0.6129032258064516,0.4144736842105263,255,0.6235294117647059,0.4088050314465409,348,0.33620689655172414,0.5299145299145299,603,0.4577114427860697,0.4601449275362319,224,0.34375,0.935064935064935,0.5637393767705382,827,0.3083434099153567,0.4207980652962515,0.2708585247883918,0.7291414752116082,jorge gutierrez
Jose Alvarado,229,138,90,85,137,22,169,326,126,0,1,0,229,137,366,0.6256830601092896,0.3930131004366812,367,0.6239782016348774,0.3930131004366812,222,0.38288288288288286,0.25882352941176473,589,0.533106960950764,0.35668789808917195,495,0.3414141414141414,0.7455621301775148,0.4927536231884058,1084,0.3385608856088561,0.2047970479704797,0.4566420664206642,0.5433579335793358,jose alvarado
Joseph Young,242,136,73,231,344,66,282,444,229,32,1,11,210,135,345,0.6086956521739131,0.29523809523809524,378,0.6402116402116402,0.30165289256198347,575,0.4017391304347826,0.2857142857142857,953,0.4963273871983211,0.2938689217758985,726,0.3884297520661157,0.8120567375886525,0.48741721854304637,1679,0.2251340083382966,0.3424657534246575,0.4324002382370459,0.5675997617629541,joseph young
Josh Christopher,32,12,12,26,47,3,18,41,14,10,1,8,22,11,33,0.6666666666666666,0.18181818181818182,44,0.7272727272727273,0.375,73,0.3561643835616438,0.11538461538461539,117,0.49572649572649574,0.25862068965517243,59,0.3050847457627119,0.7777777777777778,0.3815789473684211,176,0.25,0.4147727272727273,0.3352272727272727,0.6647727272727273,josh christopher
Josh Gray,312,233,133,73,178,22,38,139,29,58,8,48,254,225,479,0.5302713987473904,0.3346456692913386,545,0.5724770642201835,0.42628205128205127,251,0.2908366533864542,0.3013698630136986,796,0.4836683417085427,0.4025974025974026,177,0.21468926553672316,0.7631578947368421,0.43498817966903075,973,0.5601233299075026,0.2579650565262076,0.18191161356628982,0.8180883864337102,josh gray
Josh Green,64,36,36,30,78,15,30,53,29,24,2,15,40,34,74,0.5405405405405406,0.525,100,0.64,0.5625,108,0.2777777777777778,0.5,208,0.4519230769230769,0.5425531914893617,83,0.3614457831325301,0.9666666666666667,0.6451612903225806,291,0.3436426116838488,0.3711340206185567,0.2852233676975945,0.7147766323024055,josh green
Josh Harrellson,105,31,66,30,53,11,4,10,3,19,2,18,86,29,115,0.7478260869565218,0.5581395348837209,136,0.7720588235294118,0.6285714285714286,83,0.3614457831325301,0.36666666666666664,219,0.6164383561643836,0.5703703703703704,14,0.2857142857142857,0.75,0.5755395683453237,233,0.5836909871244635,0.3562231759656652,0.060085836909871244,0.9399141630901288,josh harrellson
Josh Hart,337,127,163,133,197,32,207,325,190,50,1,26,287,126,413,0.6949152542372882,0.47735191637630664,464,0.7262931034482759,0.4836795252225519,330,0.403030303030303,0.24060150375939848,794,0.5919395465994962,0.4148936170212766,532,0.3890977443609023,0.9178743961352657,0.568685376661743,1326,0.34992458521870284,0.248868778280543,0.40120663650075417,0.5987933634992458,josh hart
Josh Huestis,163,91,65,163,246,58,66,141,63,63,5,37,100,86,186,0.5376344086021505,0.28,254,0.6417322834645669,0.3987730061349693,409,0.39853300733496333,0.3558282208588957,663,0.4917043740573152,0.3773006134969325,207,0.3188405797101449,0.9545454545454546,0.4744897959183674,870,0.29195402298850576,0.47011494252873565,0.23793103448275862,0.7620689655172413,josh huestis
Josh Jackson,131,59,56,55,94,9,34,57,28,57,10,37,74,49,123,0.6016260162601627,0.25675675675675674,190,0.6894736842105263,0.42748091603053434,149,0.3691275167785235,0.16363636363636364,339,0.5486725663716814,0.34946236559139787,91,0.37362637362637363,0.8235294117647058,0.42272727272727273,430,0.4418604651162791,0.34651162790697676,0.2116279069767442,0.7883720930232558,josh jackson
Josh Minott,71,42,39,10,22,8,2,12,2,25,4,19,46,38,84,0.5476190476190477,0.43478260869565216,113,0.6283185840707964,0.5492957746478874,32,0.3125,0.8,145,0.5586206896551724,0.5802469135802469,14,0.14285714285714285,1.0,0.5903614457831325,159,0.710691823899371,0.20125786163522014,0.0880503144654088,0.9119496855345912,josh minott
Josh Okogie,176,166,92,81,146,26,64,106,54,40,5,31,136,161,297,0.45791245791245794,0.4485294117647059,342,0.5146198830409356,0.5227272727272727,227,0.3568281938325991,0.32098765432098764,569,0.45166959578207383,0.4591439688715953,170,0.3764705882352941,0.84375,0.5358255451713395,739,0.462787550744249,0.3071718538565629,0.23004059539918809,0.7699594046008119,josh okogie
Josh Reaves,261,184,109,81,173,18,188,366,176,90,12,49,171,172,343,0.49854227405247814,0.3508771929824561,445,0.5865168539325842,0.41762452107279696,254,0.3188976377952756,0.2222222222222222,699,0.4892703862660944,0.3713450292397661,554,0.33935018050541516,0.9361702127659575,0.5716981132075472,1253,0.35514764565043894,0.20271348762968874,0.4421388667198723,0.5578611332801277,josh reaves
Josh Richardson,155,89,54,200,245,51,98,209,90,29,3,16,126,86,212,0.5943396226415094,0.30158730158730157,244,0.6352459016393442,0.34838709677419355,445,0.449438202247191,0.255,689,0.5152394775036284,0.29577464788732394,307,0.31921824104234525,0.9183673469387755,0.4304635761589404,996,0.24497991967871485,0.4467871485943775,0.30823293172690763,0.6917670682730924,josh richardson
Josh Selby,17,16,2,21,45,6,34,60,32,2,1,0,15,15,30,0.5,0.13333333333333333,33,0.5151515151515151,0.11764705882352941,66,0.3181818181818182,0.2857142857142857,99,0.3838383838383838,0.21052631578947367,94,0.3617021276595745,0.9411764705882353,0.5555555555555556,193,0.17098445595854922,0.34196891191709844,0.48704663212435234,0.5129533678756477,josh selby
Joshua Primo,37,26,13,4,15,2,43,70,38,3,0,2,34,26,60,0.5666666666666667,0.3235294117647059,63,0.5873015873015873,0.35135135135135137,19,0.21052631578947367,0.5,82,0.5,0.36585365853658536,113,0.3805309734513274,0.8837209302325582,0.6309523809523809,195,0.3230769230769231,0.09743589743589744,0.5794871794871795,0.4205128205128205,joshua primo
Juan Anderson,125,80,68,12,73,5,33,81,32,17,1,14,108,79,187,0.5775401069518716,0.5,205,0.6097560975609756,0.544,85,0.1411764705882353,0.4166666666666667,290,0.4724137931034483,0.5328467153284672,114,0.2894736842105263,0.9696969696969697,0.6176470588235294,404,0.5074257425742574,0.2103960396039604,0.28217821782178215,0.7178217821782178,juan anderson
Jules Bernard,148,111,43,110,159,24,136,247,111,5,3,4,143,108,251,0.5697211155378487,0.2727272727272727,259,0.5714285714285714,0.2905405405405405,269,0.40892193308550184,0.21818181818181817,528,0.48863636363636365,0.2596899224806202,383,0.35509138381201044,0.8161764705882353,0.4517766497461929,911,0.2843029637760702,0.29527991218441274,0.42041712403951703,0.579582875960483,jules bernard
Julian Champagnie,234,147,152,125,249,68,149,279,123,49,6,42,185,141,326,0.5674846625766872,0.5945945945945946,381,0.6141732283464567,0.6495726495726496,374,0.3342245989304813,0.544,755,0.47549668874172185,0.6128133704735376,428,0.34813084112149534,0.825503355704698,0.6751968503937008,1183,0.3220625528317836,0.31614539306847,0.3617920540997464,0.6382079459002535,julian champagnie
Julian Phillips,53,37,26,15,41,8,11,35,11,13,3,8,40,34,74,0.5405405405405406,0.45,90,0.5888888888888889,0.49056603773584906,56,0.26785714285714285,0.5333333333333333,146,0.4657534246575342,0.5,46,0.2391304347826087,1.0,0.569620253164557,192,0.46875,0.2916666666666667,0.23958333333333334,0.7604166666666666,julian phillips
Julian Strawther,133,68,71,76,81,26,142,229,128,16,2,16,117,66,183,0.639344262295082,0.4700854700854701,201,0.6616915422885572,0.5338345864661654,157,0.4840764331210191,0.34210526315789475,358,0.5837988826815642,0.46411483253588515,371,0.38274932614555257,0.9014084507042254,0.6410256410256411,729,0.2757201646090535,0.21536351165980797,0.5089163237311386,0.49108367626886146,julian strawther
Julian Washburn,194,86,110,275,448,141,118,228,102,59,5,44,135,81,216,0.625,0.4888888888888889,280,0.6928571428571428,0.5670103092783505,723,0.38035961272475793,0.5127272727272727,1003,0.4675972083748754,0.535181236673774,346,0.34104046242774566,0.864406779661017,0.6013628620102215,1349,0.20756115641215717,0.535952557449963,0.25648628613787994,0.7435137138621201,julian washburn
Julius Randle,132,65,41,61,115,14,3,15,3,37,3,20,95,62,157,0.6050955414012739,0.22105263157894736,197,0.6700507614213198,0.3106060606060606,176,0.3465909090909091,0.22950819672131148,373,0.517426273458445,0.2849740932642487,18,0.16666666666666666,1.0,0.29591836734693877,391,0.5038363171355499,0.45012787723785164,0.04603580562659847,0.9539641943734015,julius randle
Julyan Stone,100,47,35,36,64,10,28,73,20,22,2,11,78,45,123,0.6341463414634146,0.3076923076923077,147,0.6802721088435374,0.35,100,0.36,0.2777777777777778,247,0.5506072874493927,0.33088235294117646,101,0.27722772277227725,0.7142857142857143,0.39634146341463417,348,0.4224137931034483,0.28735632183908044,0.29022988505747127,0.7097701149425287,julyan stone
Justin Anderson,141,85,62,70,152,21,114,219,103,47,9,32,94,76,170,0.5529411764705883,0.3191489361702128,226,0.6238938053097345,0.4397163120567376,222,0.3153153153153153,0.3,448,0.47098214285714285,0.3933649289099526,333,0.34234234234234234,0.9035087719298246,0.5723076923076923,781,0.2893725992317542,0.28425096030729835,0.4263764404609475,0.5736235595390525,justin anderson
Justin Champagnie,168,97,108,63,117,48,56,144,55,38,7,29,130,90,220,0.5909090909090909,0.6076923076923076,265,0.6339622641509434,0.6428571428571429,180,0.35,0.7619047619047619,445,0.5191011235955056,0.6753246753246753,200,0.28,0.9821428571428571,0.735191637630662,645,0.4108527131782946,0.27906976744186046,0.31007751937984496,0.689922480620155,justin champagnie
Justin Edwards,390,298,128,112,235,21,134,301,111,87,17,54,303,281,584,0.5188356164383562,0.24422442244224424,688,0.5668604651162791,0.3282051282051282,347,0.3227665706051873,0.1875,1035,0.485024154589372,0.2968127490039841,435,0.3080459770114943,0.8283582089552238,0.4088050314465409,1470,0.46802721088435373,0.23605442176870747,0.29591836734693877,0.7040816326530612,justin edwards
Justin Hamilton,113,63,73,116,136,66,3,9,3,26,4,22,87,59,146,0.5958904109589042,0.5862068965517241,176,0.6420454545454546,0.6460176991150443,252,0.4603174603174603,0.5689655172413793,428,0.5350467289719626,0.6069868995633187,12,0.25,1.0,0.6120689655172413,440,0.4,0.5727272727272728,0.02727272727272727,0.9727272727272728,justin hamilton
Justin Harper,171,56,93,95,133,54,119,175,113,25,3,17,146,53,199,0.7336683417085427,0.5205479452054794,227,0.7533039647577092,0.543859649122807,228,0.4166666666666667,0.5684210526315789,455,0.5846153846153846,0.5526315789473685,294,0.40476190476190477,0.9495798319327731,0.6753246753246753,749,0.3030707610146863,0.30440587449933243,0.3925233644859813,0.6074766355140186,justin harper
Justin Holiday,98,54,53,62,109,29,57,104,56,27,4,20,71,50,121,0.5867768595041323,0.4647887323943662,152,0.6447368421052632,0.5408163265306123,171,0.36257309941520466,0.46774193548387094,323,0.4953560371517028,0.5125,161,0.35403726708074534,0.9824561403508771,0.6359447004608295,484,0.3140495867768595,0.35330578512396693,0.33264462809917356,0.6673553719008265,justin holiday
Justin Jackson,575,316,323,291,493,98,223,436,199,91,5,70,484,311,795,0.6088050314465409,0.5227272727272727,891,0.6453423120089786,0.5617391304347826,784,0.3711734693877551,0.33676975945017185,1675,0.5170149253731343,0.48614318706697457,659,0.33839150227617604,0.8923766816143498,0.5693296602387512,2334,0.38174807197943444,0.33590402742073694,0.2823479005998286,0.7176520994001714,justin jackson
Justin James,300,199,88,221,351,40,154,297,114,70,13,24,230,186,416,0.5528846153846154,0.2782608695652174,499,0.6012024048096193,0.29333333333333333,572,0.38636363636363635,0.18099547511312217,1071,0.4864612511671335,0.2456813819577735,451,0.34146341463414637,0.7402597402597403,0.3585185185185185,1522,0.3278580814717477,0.37582128777923784,0.29632063074901444,0.7036793692509855,justin james
Justin Lewis,122,84,63,71,120,36,65,133,60,43,6,35,79,78,157,0.5031847133757962,0.35443037974683544,206,0.5922330097087378,0.5163934426229508,191,0.3717277486910995,0.5070422535211268,397,0.48614609571788414,0.5129533678756477,198,0.3282828282828283,0.9230769230769231,0.6162790697674418,595,0.346218487394958,0.32100840336134456,0.33277310924369746,0.6672268907563025,justin lewis
Justin Minaya,142,76,71,40,93,19,109,261,107,10,2,4,132,74,206,0.6407766990291263,0.5075757575757576,218,0.6513761467889908,0.5,133,0.3007518796992481,0.475,351,0.5185185185185185,0.4945054945054945,370,0.2945945945945946,0.981651376146789,0.6769759450171822,721,0.30235783633841884,0.18446601941747573,0.5131761442441054,0.4868238557558946,justin minaya
Justin Patton,247,92,147,97,203,36,24,57,19,84,1,70,163,91,254,0.6417322834645669,0.4723926380368098,339,0.7286135693215339,0.5951417004048583,300,0.3233333333333333,0.3711340206185567,639,0.5383411580594679,0.5319767441860465,81,0.2962962962962963,0.7916666666666666,0.5489130434782609,720,0.4708333333333333,0.4166666666666667,0.1125,0.8875,justin patton
Justin Robinson,578,507,100,239,475,9,577,872,389,22,2,11,556,505,1061,0.5240339302544769,0.16007194244604317,1085,0.5327188940092166,0.17301038062283736,714,0.33473389355742295,0.03765690376569038,1799,0.45414118954974986,0.13341493268053856,1449,0.3982056590752243,0.6741767764298093,0.35724533715925394,3248,0.33405172413793105,0.21982758620689655,0.44612068965517243,0.5538793103448276,justin robinson
Justin Wright-Foreman,270,142,51,252,278,38,267,422,155,37,4,19,233,138,371,0.628032345013477,0.13733905579399142,412,0.6553398058252428,0.18888888888888888,530,0.47547169811320755,0.15079365079365079,942,0.554140127388535,0.17049808429118773,689,0.3875181422351234,0.5805243445692884,0.30925221799746516,1631,0.25260576333537704,0.32495401594114043,0.42244022072348253,0.5775597792765175,justin wright-foreman
Justise Winslow,112,51,35,15,70,2,46,66,43,24,1,14,88,50,138,0.6376811594202898,0.23863636363636365,163,0.6871165644171779,0.3125,85,0.17647058823529413,0.13333333333333333,248,0.5120967741935484,0.29133858267716534,112,0.4107142857142857,0.9347826086956522,0.4624277456647399,360,0.4527777777777778,0.2361111111111111,0.3111111111111111,0.6888888888888889,justise winslow
Juwan Morgan,416,180,221,44,87,12,57,135,50,63,10,44,353,170,523,0.6749521988527725,0.5014164305949008,596,0.697986577181208,0.53125,131,0.33587786259541985,0.2727272727272727,727,0.6327372764786795,0.5065217391304347,192,0.296875,0.8771929824561403,0.5473887814313346,919,0.6485310119695321,0.1425462459194777,0.2089227421109902,0.7910772578890098,juwan morgan
K.J. McDaniels,199,83,70,82,180,16,81,176,66,114,11,47,85,72,157,0.5414012738853503,0.27058823529411763,282,0.7056737588652482,0.35175879396984927,262,0.31297709923664124,0.1951219512195122,544,0.5165441176470589,0.30604982206405695,257,0.3151750972762646,0.8148148148148148,0.4198895027624309,801,0.352059925093633,0.32709113607990015,0.3208489388264669,0.6791510611735331,k.j. mcdaniels
KJ Simpson,240,223,55,105,164,19,133,250,95,21,7,2,219,216,435,0.503448275862069,0.2420091324200913,463,0.5183585313174947,0.22916666666666666,269,0.3903345724907063,0.18095238095238095,732,0.4713114754098361,0.2144927536231884,383,0.3472584856396867,0.7142857142857143,0.35355648535564854,1115,0.41524663677130047,0.24125560538116592,0.3434977578475336,0.6565022421524663,kj simpson
KZ Okpala,93,71,15,45,71,2,32,55,26,21,1,6,72,70,142,0.5070422535211268,0.125,164,0.5670731707317073,0.16129032258064516,116,0.3879310344827586,0.044444444444444446,280,0.4928571428571429,0.12318840579710146,87,0.367816091954023,0.8125,0.2529411764705882,367,0.44686648501362397,0.31607629427792916,0.23705722070844687,0.7629427792915532,kz okpala
Kadeem Allen,91,73,14,66,96,15,50,75,34,9,3,3,82,70,152,0.5394736842105263,0.13414634146341464,164,0.5548780487804879,0.15384615384615385,162,0.4074074074074074,0.22727272727272727,326,0.4815950920245399,0.18471337579617833,125,0.4,0.68,0.30434782608695654,451,0.36363636363636365,0.35920177383592017,0.2771618625277162,0.7228381374722838,kadeem allen
Kahlil Felder,242,187,39,164,277,18,141,265,64,11,1,7,231,186,417,0.5539568345323741,0.13852813852813853,429,0.5641025641025641,0.16115702479338842,441,0.37188208616780044,0.10975609756097561,870,0.4666666666666667,0.14039408866995073,406,0.3472906403940887,0.45390070921985815,0.22120658135283364,1276,0.33620689655172414,0.3456112852664577,0.3181818181818182,0.6818181818181818,kahlil felder
Kai Jones,89,30,58,12,30,4,20,37,16,68,6,48,21,24,45,0.4666666666666667,0.47619047619047616,119,0.7478991596638656,0.651685393258427,42,0.2857142857142857,0.3333333333333333,161,0.6273291925465838,0.6138613861386139,57,0.3508771929824561,0.8,0.6446280991735537,218,0.5458715596330275,0.1926605504587156,0.26146788990825687,0.7385321100917431,kai jones
Kaiser Gates,50,37,25,9,12,3,107,192,106,7,1,6,43,36,79,0.5443037974683544,0.4418604651162791,87,0.5747126436781609,0.5,21,0.42857142857142855,0.3333333333333333,108,0.5462962962962963,0.4745762711864407,299,0.35785953177257523,0.9906542056074766,0.8072289156626506,407,0.21375921375921375,0.051597051597051594,0.7346437346437347,0.26535626535626533,kaiser gates
