Player,RimMade,RimMiss,RimAst,MidMade,MidMiss,MidAst,ThreeMade,ThreeMiss,ThreeAst,DunkMade,DunkMiss,DunkAst,ND_RimMade,ND_RimMiss,ND_RimAtt,NonDunk_Rim%,NonDunk_Assisted%,RimAtt,Total_Rim%,Total_Assisted_Rim%,Mid_Att,Mid_FG%,Mid_Assisted%,TwoPt_Att,TwoPt_FG%,TwoPt_Assisted%,Three_Att,Three_FG%,Three_Assisted%,Total_Assisted%,Total_Att,Rim_Freq,Mid_Freq,Three_Freq,TwoPt_Freq,player_lower
Drew Peterson,185,132,54,206,302,27,197,352,170,27,3,18,158,129,287,0.5505226480836237,0.22784810126582278,317,0.583596214511041,0.2918918918918919,508,0.40551181102362205,0.13106796116504854,825,0.47393939393939394,0.2071611253196931,549,0.3588342440801457,0.8629441624365483,0.4268707482993197,1374,0.23071324599708878,0.3697234352256186,0.39956331877729256,0.6004366812227074,drew peterson
Drew Timme,663,246,333,220,257,98,19,57,18,64,7,48,599,239,838,0.7147971360381862,0.4757929883138564,909,0.7293729372937293,0.502262443438914,477,0.4612159329140461,0.44545454545454544,1386,0.637085137085137,0.4881087202718007,76,0.25,0.9473684210526315,0.4977827050997783,1462,0.6217510259917921,0.326265389876881,0.05198358413132695,0.948016415868673,drew timme
Dru Smith,185,111,35,97,165,15,115,190,82,0,0,0,185,111,296,0.625,0.1891891891891892,296,0.625,0.1891891891891892,262,0.3702290076335878,0.15463917525773196,558,0.5053763440860215,0.1773049645390071,305,0.3770491803278688,0.7130434782608696,0.33249370277078083,863,0.3429895712630359,0.30359212050984935,0.35341830822711473,0.6465816917728853,dru smith
Duane Washington Jr.,122,101,25,63,132,6,182,326,136,11,1,10,111,100,211,0.5260663507109005,0.13513513513513514,223,0.547085201793722,0.20491803278688525,195,0.3230769230769231,0.09523809523809523,418,0.44258373205741625,0.16756756756756758,508,0.35826771653543305,0.7472527472527473,0.4550408719346049,926,0.2408207343412527,0.21058315334773217,0.5485961123110151,0.4514038876889849,duane washington jr.
Duje Dukan,48,23,25,14,28,10,44,90,42,6,1,2,42,22,64,0.65625,0.5476190476190477,71,0.676056338028169,0.5208333333333334,42,0.3333333333333333,0.7142857142857143,113,0.5486725663716814,0.5645161290322581,134,0.3283582089552239,0.9545454545454546,0.7264150943396226,247,0.2874493927125506,0.1700404858299595,0.5425101214574899,0.4574898785425101,duje dukan
Duncan Robinson,80,33,51,39,66,11,233,323,213,8,0,8,72,33,105,0.6857142857142857,0.5972222222222222,113,0.7079646017699115,0.6375,105,0.37142857142857144,0.28205128205128205,218,0.5458715596330275,0.5210084033613446,556,0.41906474820143885,0.9141630901287554,0.78125,774,0.14599483204134367,0.13565891472868216,0.7183462532299741,0.28165374677002586,duncan robinson
Duop Reath,156,65,100,137,174,55,30,49,23,47,2,38,109,63,172,0.6337209302325582,0.5688073394495413,221,0.7058823529411765,0.6410256410256411,311,0.4405144694533762,0.40145985401459855,532,0.5507518796992481,0.5290102389078498,79,0.379746835443038,0.7666666666666667,0.5510835913312694,611,0.3617021276595745,0.5090016366612111,0.12929623567921442,0.8707037643207856,duop reath
Dusty Hannahs,121,63,43,124,218,25,242,369,194,0,0,0,121,63,184,0.657608695652174,0.35537190082644626,184,0.657608695652174,0.35537190082644626,342,0.36257309941520466,0.20161290322580644,526,0.46577946768060835,0.27755102040816326,611,0.3960720130932897,0.8016528925619835,0.5379876796714579,1137,0.16182937554969218,0.3007915567282322,0.5373790677220757,0.46262093227792433,dusty hannahs
Dwayne Bacon,205,120,63,123,195,17,89,196,51,33,4,19,172,116,288,0.5972222222222222,0.2558139534883721,325,0.6307692307692307,0.3073170731707317,318,0.3867924528301887,0.13821138211382114,643,0.5101088646967341,0.24390243902439024,285,0.312280701754386,0.5730337078651685,0.31414868105515587,928,0.35021551724137934,0.3426724137931034,0.30711206896551724,0.6928879310344828,dwayne bacon
Dwight Buycks,74,35,26,66,112,17,54,97,38,2,0,0,72,35,107,0.6728971962616822,0.3611111111111111,109,0.6788990825688074,0.35135135135135137,178,0.3707865168539326,0.25757575757575757,287,0.4878048780487805,0.30714285714285716,151,0.3576158940397351,0.7037037037037037,0.4175257731958763,438,0.24885844748858446,0.4063926940639269,0.3447488584474886,0.6552511415525114,dwight buycks
Dwight Powell,278,158,109,204,356,65,33,81,30,72,15,43,206,143,349,0.5902578796561605,0.32038834951456313,436,0.6376146788990825,0.3920863309352518,560,0.36428571428571427,0.31862745098039214,996,0.4839357429718876,0.36099585062240663,114,0.2894736842105263,0.9090909090909091,0.39611650485436894,1110,0.3927927927927928,0.5045045045045045,0.10270270270270271,0.8972972972972973,dwight powell
Dylan Cardwell,288,88,215,13,31,8,4,6,2,209,19,173,79,69,148,0.5337837837837838,0.5316455696202531,376,0.7659574468085106,0.7465277777777778,44,0.29545454545454547,0.6153846153846154,420,0.7166666666666667,0.7408637873754153,10,0.4,0.5,0.7377049180327869,430,0.8744186046511628,0.10232558139534884,0.023255813953488372,0.9767441860465116,dylan cardwell
Dylan Harper,119,51,21,25,56,3,50,100,26,11,0,5,108,51,159,0.6792452830188679,0.14814814814814814,170,0.7,0.17647058823529413,81,0.30864197530864196,0.12,251,0.5737051792828686,0.16666666666666666,150,0.3333333333333333,0.52,0.25773195876288657,401,0.4239401496259352,0.20199501246882792,0.3740648379052369,0.6259351620947631,dylan harper
Dylan Windler,314,125,152,47,59,10,205,306,173,75,2,48,239,123,362,0.6602209944751382,0.4351464435146444,439,0.715261958997722,0.4840764331210191,106,0.44339622641509435,0.2127659574468085,545,0.6623853211009174,0.4487534626038781,511,0.40117416829745595,0.8439024390243902,0.5918727915194346,1056,0.41571969696969696,0.10037878787878787,0.48390151515151514,0.5160984848484849,dylan windler
E'Twaun Moore,86,54,32,226,283,69,121,200,104,10,1,8,76,53,129,0.5891472868217055,0.3157894736842105,140,0.6142857142857143,0.37209302325581395,509,0.444007858546169,0.3053097345132743,649,0.48073959938366717,0.32371794871794873,321,0.37694704049844235,0.859504132231405,0.47344110854503463,970,0.14432989690721648,0.5247422680412371,0.3309278350515464,0.6690721649484536,e'twaun moore
E.J. Liddell,161,89,95,190,224,56,78,148,65,40,6,35,121,83,204,0.5931372549019608,0.49586776859504134,250,0.644,0.5900621118012422,414,0.45893719806763283,0.29473684210526313,664,0.5286144578313253,0.4301994301994302,226,0.34513274336283184,0.8333333333333334,0.5034965034965035,890,0.2808988764044944,0.4651685393258427,0.2539325842696629,0.7460674157303371,e.j. liddell
EJ Harkless,72,60,17,70,87,14,54,136,35,3,0,2,69,60,129,0.5348837209302325,0.21739130434782608,132,0.5454545454545454,0.2361111111111111,157,0.445859872611465,0.2,289,0.4913494809688581,0.21830985915492956,190,0.28421052631578947,0.6481481481481481,0.336734693877551,479,0.2755741127348643,0.3277661795407098,0.3966597077244259,0.6033402922755741,ej harkless
Ed Davis,42,8,29,61,71,40,0,0,0,26,1,22,16,7,23,0.6956521739130435,0.4375,50,0.84,0.6904761904761905,132,0.4621212121212121,0.6557377049180327,182,0.5659340659340659,0.6699029126213593,0,,,0.6699029126213593,182,0.27472527472527475,0.7252747252747253,0.0,1.0,ed davis
Edmond Sumner,124,102,49,36,73,6,37,92,28,32,6,25,92,96,188,0.48936170212765956,0.2608695652173913,226,0.5486725663716814,0.3951612903225806,109,0.3302752293577982,0.16666666666666666,335,0.47761194029850745,0.34375,129,0.2868217054263566,0.7567567567567568,0.4213197969543147,464,0.4870689655172414,0.2349137931034483,0.27801724137931033,0.7219827586206896,edmond sumner
Edrice Adebayo,138,47,99,32,67,20,0,0,0,99,6,79,39,41,80,0.4875,0.5128205128205128,185,0.745945945945946,0.717391304347826,99,0.32323232323232326,0.625,284,0.5985915492957746,0.7,0,,,0.7,284,0.6514084507042254,0.3485915492957746,0.0,1.0,edrice adebayo
Edwin Ubiles,58,35,27,101,131,21,29,44,27,7,0,6,51,35,86,0.5930232558139535,0.4117647058823529,93,0.6236559139784946,0.46551724137931033,232,0.4353448275862069,0.2079207920792079,325,0.48923076923076925,0.3018867924528302,73,0.3972602739726027,0.9310344827586207,0.39893617021276595,398,0.23366834170854273,0.5829145728643216,0.18341708542713567,0.8165829145728644,edwin ubiles
Egor Demin,64,31,15,20,37,2,42,112,29,12,1,2,52,30,82,0.6341463414634146,0.25,95,0.6736842105263158,0.234375,57,0.3508771929824561,0.1,152,0.5526315789473685,0.20238095238095238,154,0.2727272727272727,0.6904761904761905,0.36507936507936506,306,0.3104575163398693,0.18627450980392157,0.5032679738562091,0.49673202614379086,egor demin
Ekpe Udoh,78,31,33,100,149,35,7,19,7,30,2,17,48,29,77,0.6233766233766234,0.3333333333333333,109,0.7155963302752294,0.4230769230769231,249,0.40160642570281124,0.35,358,0.4972067039106145,0.38202247191011235,26,0.2692307692307692,1.0,0.40540540540540543,384,0.2838541666666667,0.6484375,0.06770833333333333,0.9322916666666666,ekpe udoh
Elfrid Payton,346,179,65,101,255,3,30,81,15,47,4,10,299,175,474,0.630801687763713,0.18394648829431437,525,0.659047619047619,0.18786127167630057,356,0.28370786516853935,0.0297029702970297,881,0.5073779795686719,0.15212527964205816,111,0.2702702702702703,0.5,0.1740041928721174,992,0.5292338709677419,0.3588709677419355,0.11189516129032258,0.8881048387096774,elfrid payton
Elias Harris,391,178,197,188,301,75,77,139,69,116,11,81,275,167,442,0.6221719457013575,0.4218181818181818,569,0.687170474516696,0.5038363171355499,489,0.38445807770961143,0.39893617021276595,1058,0.5472589792060492,0.4697754749568221,216,0.35648148148148145,0.8961038961038961,0.5198170731707317,1274,0.4466248037676609,0.3838304552590267,0.1695447409733124,0.8304552590266876,elias harris
Elijah Bryant,151,124,32,119,157,15,153,264,104,3,1,1,148,123,271,0.5461254612546126,0.20945945945945946,275,0.5490909090909091,0.2119205298013245,276,0.4311594202898551,0.12605042016806722,551,0.4900181488203267,0.17407407407407408,417,0.3669064748201439,0.6797385620915033,0.35697399527186763,968,0.2840909090909091,0.28512396694214875,0.43078512396694213,0.5692148760330579,elijah bryant
Elijah Hughes,138,70,62,84,155,16,189,363,150,24,1,20,114,69,183,0.6229508196721312,0.3684210526315789,208,0.6634615384615384,0.4492753623188406,239,0.3514644351464435,0.19047619047619047,447,0.4966442953020134,0.35135135135135137,552,0.3423913043478261,0.7936507936507936,0.5547445255474452,999,0.2082082082082082,0.23923923923923923,0.5525525525525525,0.44744744744744747,elijah hughes
Elijah Millsap,135,101,45,28,75,7,19,60,8,23,2,12,112,99,211,0.5308056872037915,0.29464285714285715,236,0.5720338983050848,0.3333333333333333,103,0.27184466019417475,0.25,339,0.4808259587020649,0.31901840490797545,79,0.24050632911392406,0.42105263157894735,0.32967032967032966,418,0.5645933014354066,0.24641148325358853,0.18899521531100477,0.8110047846889952,elijah millsap
Elliot Williams,98,54,43,20,52,4,60,104,33,30,3,19,68,51,119,0.5714285714285714,0.35294117647058826,152,0.6447368421052632,0.4387755102040816,72,0.2777777777777778,0.2,224,0.5267857142857143,0.3983050847457627,164,0.36585365853658536,0.55,0.449438202247191,388,0.3917525773195876,0.18556701030927836,0.422680412371134,0.5773195876288659,elliot williams
Emanuel Miller,424,255,259,172,286,107,65,138,64,58,9,54,366,246,612,0.5980392156862745,0.5601092896174863,679,0.6244477172312224,0.6108490566037735,458,0.37554585152838427,0.622093023255814,1137,0.5241864555848724,0.6140939597315436,203,0.32019704433497537,0.9846153846153847,0.6505295007564297,1340,0.5067164179104477,0.3417910447761194,0.15149253731343285,0.8485074626865672,emanuel miller
Emoni Bates,79,60,28,72,113,6,101,205,56,15,1,11,64,59,123,0.5203252032520326,0.265625,139,0.5683453237410072,0.35443037974683544,185,0.3891891891891892,0.08333333333333333,324,0.4660493827160494,0.2251655629139073,306,0.3300653594771242,0.5544554455445545,0.35714285714285715,630,0.22063492063492063,0.29365079365079366,0.4857142857142857,0.5142857142857142,emoni bates
Enrique Freeman,522,244,290,112,117,38,20,38,17,116,5,98,406,239,645,0.6294573643410852,0.4729064039408867,766,0.6814621409921671,0.5555555555555556,229,0.4890829694323144,0.3392857142857143,995,0.6371859296482412,0.5173501577287066,58,0.3448275862068966,0.85,0.5275229357798165,1053,0.7274453941120608,0.2174738841405508,0.055080721747388414,0.9449192782526116,enrique freeman
Eric Bledsoe,72,38,21,21,47,3,49,79,48,6,0,3,66,38,104,0.6346153846153846,0.2727272727272727,110,0.6545454545454545,0.2916666666666667,68,0.3088235294117647,0.14285714285714285,178,0.5224719101123596,0.25806451612903225,128,0.3828125,0.9795918367346939,0.5070422535211268,306,0.35947712418300654,0.2222222222222222,0.41830065359477125,0.5816993464052288,eric bledsoe
Eric Mika,191,90,129,178,238,82,0,1,0,59,3,52,132,87,219,0.6027397260273972,0.5833333333333334,281,0.6797153024911032,0.675392670157068,416,0.42788461538461536,0.4606741573033708,697,0.5294117647058824,0.5718157181571816,1,0.0,,0.5718157181571816,698,0.40257879656160456,0.5959885386819485,0.0014326647564469914,0.998567335243553,eric mika
Eric Moreland,196,118,118,33,70,14,8,16,8,34,5,30,162,113,275,0.5890909090909091,0.5432098765432098,314,0.6242038216560509,0.6020408163265306,103,0.32038834951456313,0.42424242424242425,417,0.5491606714628298,0.5764192139737991,24,0.3333333333333333,1.0,0.5907172995780591,441,0.7120181405895691,0.23356009070294784,0.05442176870748299,0.9455782312925171,eric moreland
Eric Paschall,300,147,147,111,174,35,166,339,138,132,9,93,168,138,306,0.5490196078431373,0.32142857142857145,447,0.6711409395973155,0.49,285,0.3894736842105263,0.3153153153153153,732,0.5614754098360656,0.44282238442822386,505,0.3287128712871287,0.8313253012048193,0.5545927209705372,1237,0.36135812449474536,0.23039611964430073,0.4082457558609539,0.5917542441390461,eric paschall
Erick Green,217,120,65,235,369,41,140,274,107,28,0,11,189,120,309,0.6116504854368932,0.2857142857142857,337,0.6439169139465876,0.2995391705069124,604,0.3890728476821192,0.17446808510638298,941,0.48034006376195537,0.2345132743362832,414,0.33816425120772947,0.7642857142857142,0.3597972972972973,1355,0.24870848708487084,0.44575645756457566,0.30553505535055353,0.6944649446494465,erick green
Erik McCree,220,118,91,155,226,52,132,247,103,19,3,11,201,115,316,0.6360759493670886,0.39800995024875624,338,0.650887573964497,0.41363636363636364,381,0.4068241469816273,0.33548387096774196,719,0.521557719054242,0.38133333333333336,379,0.3482849604221636,0.7803030303030303,0.48520710059171596,1098,0.30783242258652094,0.3469945355191257,0.3451730418943534,0.6548269581056466,erik mccree
Erik Murphy,169,70,96,85,120,41,143,186,140,8,0,8,161,70,231,0.696969696969697,0.546583850931677,239,0.7071129707112971,0.5680473372781065,205,0.4146341463414634,0.4823529411764706,444,0.5720720720720721,0.5393700787401575,329,0.43465045592705165,0.9790209790209791,0.6977329974811083,773,0.3091849935316947,0.2652005174644243,0.425614489003881,0.574385510996119,erik murphy
Ethan Thompson,216,162,80,164,258,34,165,329,140,27,2,21,189,160,349,0.5415472779369628,0.31216931216931215,378,0.5714285714285714,0.37037037037037035,422,0.3886255924170616,0.2073170731707317,800,0.475,0.3,494,0.3340080971659919,0.8484848484848485,0.46605504587155966,1294,0.2921174652241113,0.3261205564142195,0.38176197836166925,0.6182380216383307,ethan thompson
Eugene Omoruyi,295,198,120,87,212,25,55,114,52,33,3,20,262,195,457,0.5733041575492341,0.3816793893129771,493,0.5983772819472617,0.4067796610169492,299,0.2909698996655518,0.28735632183908044,792,0.4823232323232323,0.3795811518324607,169,0.3254437869822485,0.9454545454545454,0.45080091533180777,961,0.5130072840790842,0.31113423517169614,0.17585848074921956,0.8241415192507804,eugene omoruyi
